"Title","Explosive_List_Corrected","Year","Country"
"A LOW THERMAL MASS FAST GAS CHROMATOGRAPH AND ITS IMPLEMENTATION IN FAST GAS CHROMATOGRAPHY MASS SPECTROMETRY WITH SUPERSONIC MOLECULAR BEAMS","2,4,6-Trinitrotoluene (TNT);Cyclotrimethylene-Trinitramine (RDX);Triacetone Triperoxide (TATP);",2011,"Israel"
"A LUMINESCENT CADMIUM METAL ORGANIC FRAMEWORK FOR SENSING OF NITROAROMATIC EXPLOSIVES","Picric Acid (PA);",2015,"China"
"A LUMINESCENT METAL ORGANIC FRAMEWORK DEMONSTRATING IDEAL DETECTION ABILITY FOR NITROAROMATIC EXPLOSIVES","2,4-Dinitrotoluene (DNT);Dinitrobenzene (DNB);Dinitrotoluene (DNT);Nitrotoluene (NT);",2014,"China"
"A LUMINESCENT NANOCRYSTAL METAL ORGANIC FRAMEWORK FOR SENSING OF NITROAROMATIC COMPOUNDS","",2012,"China"
"A LUMINESCENT NANOSCALE METAL ORGANIC FRAMEWORK FOR SENSING OF NITROAROMATIC EXPLOSIVES","",2011,"China,USA"
"A LUMINESCENT TB III MOF BASED ON PYRIDINE 3 5 DICARBOXYLIC ACID FOR DETECTION OF NITROAROMATIC EXPLOSIVES","",2016,"China"
"A LUMINESCENT TERBIUM METAL ORGANIC FRAMEWORK FOR SELECTIVE SENSING OF NITROAROMATIC COMPOUNDS IN HIGH SENSITIVITY","",2014,"China"
"A LUMINESCENT ZINC II METAL ORGANIC FRAMEWORK MOF WITH CONJUGATED ELECTRON LIGAND FOR HIGH IODINE CAPTURE AND NITRO EXPLOSIVE DETECTION","",2016,"China"
"A LUMINESCENT ZINC II METALÑORGANIC FRAMEWORK FOR SELECTIVE DETECTION OF NITROAROMATICS FE3 AND CRO42 A VERSATILE THREEFOLD FLUORESCENT SENSOR","",2016,"China,India,Australia,Saudi Arabia"
"A MAGNESIUMCARBOXYLATE FRAMEWORK SHOWING LUMINESCENT SENSING FOR CS2 AND NITROAROMATIC COMPOUNDS","",2015,NA
"A MASS SPECTROMETER BASED EXPLOSIVES TRACE DETECTOR","",2011,"USA"
"A MATHEMATICAL MODEL FOR EVAPORATION OF EXPLOSIVE THIN FILM","",2021,"Russia"
"A METAL FREE AEROBIC OXIDATION OF NITROTOLUENES CATALYZED BY N N N TRIHYDROXYISOCYANURIC ACID THICA AND A NOVEL APPROACH TO THE CATALYST","2,4,6-Trinitrotoluene (TNT);Nitrotoluene (NT)",2010,"China"
"A METHOD FOR BACKWARD CALCULATION OF DEBRIS IN A POST BLAST SCENE","",2018,"Netherlands,Belgium,Singapore"
"A METHOD FOR CALCULATING THE JWL EQUATION OF STATE PARAMETERS FOR THE DETONATION PRODUCTS OF CL 20 BASED ALUMINIZED EXPLOSIVES","Hexanitrohexaazaisowurtzitane (CL-20)",2022,"China"
"A METHOD FOR ISOLATING VERY SMALL PARTICLES FROM PLASTIC EXPLOSIVE SAMPLES","",2011,NA
"A METHOD FOR RAPID SAMPLING AND CHARACTERIZATION OF SMOKELESS POWDER USING SORBENT COATED WIRE MESH AND DIRECT ANALYSIS IN REAL TIME MASS SPECTROMETRY DART MS","Nitroglycerin (NG);",2016,"USA"
"A METHOD FOR RAPID SEPARATION OF PERCHLORATE AND NITRATE SALTS IN PYROTECHNIC AND IMPROVISED EXPLOSIVE MIXTURES","",2020,NA
"A METHOD FOR THE SYNTHESIS OF TETRANITROGLYCOLURIL FROM IMIDAZO 4 5 D IMIDAZOLES WITH LOSS OF DINITROGEN OXIDE","Tetranitroglycolurile (SORGUYL)",2014,"USA"
"A METHOD OF HIGHLY SENSITIVE DETECTING OF EXPLOSIVES ON THE BASIS OF FAIMS ANALYZER WITH LASER ION SOURCE","2,4,6-Trinitrotoluene (TNT);Cyclotetramethylene-Tetranitramine (HMX);Cyclotrimethylene-Trinitramine (RDX);Nitroglycerin (NG);",2015,"Russia"
"A METHODOLOGY TO DETECT EXPLOSIVE RESIDUES USING A GELLED IONIC LIQUID BASED FIELD DEPLOYABLE ELECTROCHEMICAL DEVICE","2,4,6-Trinitrotoluene (TNT);Nitrotoluene (NT);",2020,"Australia"
"A MG CP WITH IN SITU ENCAPSULATED PHOTOCHROMIC GUEST AS SENSITIVE FLUORESCENCE SENSOR FOR FE3 CR3 IONS AND NITRO EXPLOSIVES","",2017,"China"
"A MICRO GAS PRECONCENTRATOR WITH IMPROVED PERFORMANCE FOR POLLUTION MONITORING AND EXPLOSIVES DETECTION","",2011,"France,Switzerland"
"A MICROCALORIMETER INTEGRATED WITH CARBON NANOTUBE INTERFACE LAYERS FOR FAST DETECTION OF TRACE ENERGETIC CHEMICALS","",2013,"China"
"A MICROMECHANICS PRESSURIZATION MODEL FOR COOKOFF","",2022,NA
"A MICRORING RESONATOR SENSOR FOR SENSITIVE DETECTION OF 1 3 5 TRINITROTOLUENE TNT","2,4,6-Trinitrotoluene (TNT)",2010,"Germany"
"A MICROSCOPIC MODEL FOR PREDICTING HOT SPOT IGNITION OF GRANULAR ENERGETIC CRYSTALS IN RESPONSE TO DROP WEIGHT IMPACTS","Cyclotetramethylene-Tetranitramine (HMX);Pentaerythritol Tetranitrate (PETN);",2011,"China"
"A MID INFRARED QEPAS SENSOR DEVICE FOR TATP DETECTION","Triacetone Triperoxide (TATP)",2009,"Germany,USA"
"A MILITARILY FIELDED THERMAL NEUTRON ACTIVATION SENSOR FOR LANDMINE DETECTION","Trinitroaniline (TNA);",2007,"Canada"
"A MINIATURIZED FIBER OPTIC FLUORESCENCE ANALYZER FOR DETECTION OF PICRIC ACID EXPLOSIVE FROM COMMERCIAL AND ENVIRONMENTAL SAMPLES","Picric Acid (PA)",2018,"USA"
"A MINIATURIZED NQR SPECTROMETER FOR A MULTI CHANNEL NQR BASED DETECTION DEVICE","2,4,6-Trinitrotoluene (TNT);Potassium Nitrate;",2014,"Slovenia"
"A MODERN ANALYSIS OF A HISTORICAL PEDIATRIC DISASTER THE 1927 BATH SCHOOL BOMBING","",2010,"USA"
"A MODIFIED LIGNIN ADSORBENT FOR THE REMOVAL OF 2 4 6 TRINITROTOLUENE","2,4,6-Trinitrotoluene (TNT)",2011,"China"
"A MODIFIED VACUUM STABILITY TEST IN THE STUDY OF INITIATION REACTIVITY OF NITRAMINE EXPLOSIVES","2,4,6-Trinitrotoluene (TNT);3-Nitro-1,2,4-Triazol-5-One (NTO);Cyclotetramethylene-Tetranitramine (HMX);Cyclotrimethylene-Trinitramine (RDX);Hexanitrohexaazaisowurtzitane (CL-20);Nitrotoluene (NT);",2017,"Czech Republic,Egypt,China"
"A MOLECULAR DYNAMICS STUDY OF INTERFACE INTERACTIONS AND MECHANICAL PROPERTIES OF HMX BASED PBXS WITH PEG AND HTPB","Cyclotetramethylene-Tetranitramine (HMX)",2008,"China"
"A MONTE CARLO TRADEOFF ANALYSIS TO GUIDE RESOURCE INVESTMENT IN THREAT DETECTION SYSTEMS FROM FORENSIC TO PROSPECTIVE INVESTIGATIONS","",2019,"USA"
"A MOUSE MODEL OF BLAST INDUCED MILD TRAUMATIC BRAIN INJURY","",2011,"Israel,USA,Taiwan"
"A MULTI CHANNEL SYSTEM FOR QUALITATIVE EXPLOSIVE AND DRUG DETECTION","2,4,6-Trinitrotoluene (TNT);Cyclotrimethylene-Trinitramine (RDX);Gun Powder;Nitroglycerin (NG);Pentaerythritol Tetranitrate (PETN);Triacetone Triperoxide (TATP);",2018,"USA,China"
"A MULTI OBJECTIVE MODELING APPROACH FOR ENERGETIC MATERIAL EVALUATION DECISIONS","",2009,"USA"
"A MULTIFUNCTIONAL EU CP AS A RECYCLABLE LUMINESCENT PROBE FOR THE HIGHLY SENSITIVE DETECTION OF FE3 FE2 CR2O7 2 AND NITROAROMATIC EXPLOSIVES","",2018,"China"
"A MULTIFUNCTIONAL LUMINESCENT NETWORK FILM ELECTROCHEMICALLY DEPOSITED FROM A NEW AIEE EMITTER FOR OLEDS AND EXPLOSIVE DETECTION","Picric Acid (PA);",2019,"China"
"A MULTITARGET VISUAL ATTENTION BASED ALGORITHM ON CRACK DETECTION OF INDUSTRIAL EXPLOSIVES","",2018,"China"
"A MULTIVARIATE RELATIONSHIP FOR THE IMPACT SENSITIVITIES OF ENERGETIC N NITROCOMPOUNDS BASED ON BOND DISSOCIATION ENERGY","",2010,"China"
"A NANOSENSOR FOR TNT DETECTION BASED ON MOLECULARLY IMPRINTED POLYMERS AND SURFACE ENHANCED RAMAN SCATTERING","2,4,6-Trinitrotoluene (TNT)",2011,"USA"
"A NEUTRON ALBEDO SYSTEM WITH TIME REJECTION FOR LANDMINE AND IED DETECTION","",2011,"Canada"
"A NEUTRON BASED SCANNER TO DETECT EXPLOSIVES IN SMALL SEALED CONTAINERS","",2009,"USA"
"A NEW APPROACH FOR DETECTION OF EXPLOSIVES BASED ON ION MOBILITY SPECTROMETRY AND LASER DESORPTION IONIZATION ON POROUS SILICON","2,4,6-Trinitrotoluene (TNT);",2016,"Russia"
"A NEW APPROACH TO PROTECT SOFT TARGETS FROM TERRORIST ATTACKS","",2019,"Spain"
"A NEW COMPUTER CODE FOR PREDICTION OF ENTHALPY OF FUSION AND MELTING POINT OF ENERGETIC MATERIALS","",2015,"Iran"
"A NEW EQUATION OF STATE FOR DETONATION PRODUCTS OF RDX BASED ALUMINIZED EXPLOSIVES","Cyclotrimethylene-Trinitramine (RDX)",2019,"China"
"A NEW FEATURE EXTRACTION METHOD FOR ODOUR CLASSIFICATION","",2011,"Germany"
"A NEW LUMINESCENT METAL ORGANIC FRAMEWORK BASED ON DICARBOXYL SUBSTITUTED TETRAPHENYLETHENE FOR EFFICIENT DETECTION OF NITRO CONTAINING EXPLOSIVES AND ANTIBIOTICS IN AQUEOUS MEDIA","Picric Acid (PA);",2018,"China"
"A NEW METHOD FOR PREDICTING THE DETONATION VELOCITY OF EXPLOSIVES WITH MICROMETER ALUMINUM POWDERS","2,4,6-Trinitrotoluene (TNT);Cyclotetramethylene-Tetranitramine (HMX);Cyclotrimethylene-Trinitramine (RDX);",2018,"China"
"A NEW POLY PHTHALAZINE ETHER SULFONE KETONE COATED FIBER FOR SOLID PHASE MICROEXTRACTION TO DETERMINE NITROAROMATIC EXPLOSIVES IN AQUEOUS SAMPLES","",2007,NA
"A NEW STRATEGY FOR 2 4 6 TRINITROTOLUENE ADSORPTION AND ELECTROCHEMICAL REDUCTION ON POLY MELAMINE GRAPHENE OXIDE MODIFIED ELECTRODE","2,4,6-Trinitrotoluene (TNT)",2015,"Thailand"
"A NEW WIPE SAMPLING INSTRUMENT FOR MEASURING THE COLLECTION EFFICIENCY OF TRACE EXPLOSIVES RESIDUES","Cyclotrimethylene-Trinitramine (RDX);",2018,"USA"
"A NIST STANDARD REFERENCE MATERIAL SRM TO SUPPORT THE DETECTION OF TRACE EXPLOSIVES","2,4,6-Trinitrotoluene (TNT);Composition C;Cyclotetramethylene-Tetranitramine (HMX);Cyclotrimethylene-Trinitramine (RDX);",2009,"USA"
"A NITROGEN RICH FLUORESCENT CONJUGATED MICROPOROUS POLYMER WITH TRIAZINE AND TRIPHENYLAMINE UNITS FOR HIGH IODINE CAPTURE AND NITRO AROMATIC COMPOUND DETECTION","",2017,"China"
"A NON IMAGING POLARIZED TERAHERTZ PASSIVE SYSTEM FOR DETECTING AND IDENTIFYING CONCEALED EXPLOSIVES","",2011,"USA"
"A NON REDUCTIVE ELECTROCHEMICAL SENSOR FOR ULTRASENSITIVE DETECTION OF PM LEVEL TNT","2,4,6-Trinitrotoluene (TNT)",2018,"China"
"A NOVEL 3 3 6 CONNECTED LUMINESCENT METAL ORGANIC FRAMEWORK FOR SENSING OF NITROAROMATIC EXPLOSIVES","Picric Acid (PA);",2013,"China"
"A NOVEL AND EFFECTIVE NATURAL PRODUCT BASED IMMUNODETECTION TOOL FOR TNT LIKE COMPOUNDS","Picric Acid (PA);2,4,6-Trinitrotoluene (TNT)",2022,"Serbia,Germany,China"
"A NOVEL APPROACH FOR PREPARATION OF CL 20 NANOPARTICLES BY MICROEMULSION METHOD","Hexanitrohexaazaisowurtzitane (CL-20)",2014,"Iran"
"A NOVEL ARRAY OF CHEMILUMINESCENCE SENSORS FOR SENSITIVE RAPID AND HIGH THROUGHPUT DETECTION OF EXPLOSIVE TRIACETONE TRIPEROXIDE AT THE SCENE","Triacetone Triperoxide (TATP)",2013,"China"
"A NOVEL EGG SHELL BASED BIO FORMULATION FOR REMEDIATION OF RDX HEXAHYDRO 1 3 5 TRINITRO 1 3 5 TRIAZINE CONTAMINATED SOIL","Cyclotrimethylene-Trinitramine (RDX)",2021,"India"
"A NOVEL FILM OF CONJUGATED POLYMER GRAFTED ONTO GELATIN FOR DETECTING NITROAROMATICS VAPOR WITH EXCELLENT INHIBITING PHOTOBLEACHING","Dinitrotoluene (DNT);",2016,"China"
"A NOVEL FLUORESCENCE ENHANCEMENT PROBE BASED ON L CYSTINE MODIFIED COPPER NANOCLUSTERS FOR THE DETECTION OF 2 4 6 TRINITROTOLUENE","2,4,6-Trinitrotoluene (TNT)",2017,"China"
"A NOVEL INFRARED HYPERSPECTRAL IMAGER FOR PASSIVE STANDOFF DETECTION OF EXPLOSIVES AND EXPLOSIVE PRECURSORS","",2011,"Canada,Australia"
"A NOVEL LIQUID XENON DETECTOR CONCEPT FOR COMBINED FAST NEUTRONS AND GAMMA IMAGING AND SPECTROSCOPY","",2012,"Israel,Switzerland,Germany"
"A NOVEL METHOD FOR ANALYSIS OF EXPLOSIVES RESIDUE BY SIMULTANEOUS DETECTION OF ANIONS AND CATIONS VIA CAPILLARY ZONE ELECTROPHORESIS","",2005,NA
"A NOVEL MODEL OF BLAST INDUCED TRAUMATIC BRAIN INJURY CAUSED BY COMPRESSED GAS PRODUCED SUSTAINED COGNITIVE DEFICITS IN RATS INVOLVEMENT OF PHOSPHORYLATION OF TAU AT THE THR205 EPITOPE","",2020,"China"
"A NOVEL NANOAGGREGATION DETECTION TECHNIQUE OF TNT USING SELECTIVE AND ULTRASENSITIVE NANOCURCUMIN AS A PROBE","2,4,6-Trinitrotoluene (TNT)",2012,"India"
"A NOVEL ODOR DELIVERY DEVICE FOR HOMEMADE EXPLOSIVE ANALYSIS","",2017,"USA"
"A NOVEL REVERSIBLE FLUORESCENT PROBE FOR THE HIGHLY SENSITIVE DETECTION OF NITRO AND PEROXIDE ORGANIC EXPLOSIVES USING ELECTROSPUN BAWO4 NANOFIBERS","Nitrotoluene (NT);",2019,"USA"
"A NOVEL SCANNING LAND MINE DETECTOR BASED ON THE TECHNIQUE OF NEUTRON BACK SCATTERING IMAGING","",2008,"Netherlands,Egypt"
"A NOVEL SERS SELECTIVE DETECTION SENSOR FOR TRACE TRINITROTOLUENE BASED ON MEISENHEIMER COMPLEX OF MONOETHANOLAMINE MOLECULE","2,4-Dinitrotoluene (DNT);2,4,6-Trinitrotoluene (TNT);Dinitrotoluene (DNT);Picric Acid (PA)",2020,"China"
"A NOVEL STANDOFF SIMULTANEOUS UVN LWIR LASER INDUCED BREAKDOWN SPECTROSCOPY LIBS DETECTION SYSTEM FOR RAPID IN SITU CHEMICAL ANALYSIS","Composition A;",2020,"USA,Hungary"
"A NOVEL SUPRAMOLECULAR SILVER COORDINATION COMPLEX BASED ON A TRIAZOLE CARBOXYLATE LIGAND SYNTHESIS AND FLUORESCENCE SENSING OF COLCHICINE AND A SERIES OF NITRO EXPLOSIVES","",2019,"China"
"A NOVEL TEST GROUND FOR THE EQUIPMENT QUALIFICATION OF MAGNETIC GRADIENT SENSORS USED FOR UNEXPLODED BOMB DETECTION","",2015,"Germany"
"A NOVEL TURN OFF FLUORESCENT PROBE BASED ON TICT FOR THE DETECTION OF NO2 AND NITRAMINES WITH HIGH SENSITIVITY AND SELECTIVITY","2,4,6-Trinitrotoluene (TNT);Cyclotetramethylene-Tetranitramine (HMX);Cyclotrimethylene-Trinitramine (RDX);Pentaerythritol Tetranitrate (PETN);",2018,"China"
"A NUMERICAL STUDY ON THE THERMAL INITIATION OF A CONFINED EXPLOSIVE IN 2 D GEOMETRY","",2011,"Turkey"
"A NUMERICAL STUDY ON THE UNDERWATER EXPLOSION BUBBLE PULSATION AND THE COLLAPSE PROCESS","2,4,6-Trinitrotoluene (TNT);",2014,"Taiwan"
"A PATTERN RECOGNITION BASED FLUORESCENCE QUENCHING ASSAY FOR THE DETECTION AND IDENTIFICATION OF NITRATED EXPLOSIVE ANALYTES","2,4,6-Trinitrotoluene (TNT);Cyclotetramethylene-Tetranitramine (HMX);Cyclotrimethylene-Trinitramine (RDX);Tetryl;",2008,"USA"
"A PATTERNED COLORIMETRIC SENSOR ARRAY FOR RAPID DETECTION OF TNT AT PPT LEVEL","2,4,6-Trinitrotoluene (TNT)",2014,"USA,Korea South"
"A PILLAR LAYERED CD II METAL ORGANIC FRAMEWORK FOR SELECTIVE DETECTION OF ORGANIC EXPLOSIVES","Picric Acid (PA);",2017,"China"
"A PLATFORM FOR ON SITE ENVIRONMENTAL ANALYSIS OF EXPLOSIVES USING HIGH PERFORMANCE LIQUID CHROMATOGRAPHY WITH UV ABSORBANCE AND PHOTO ASSISTED ELECTROCHEMICAL DETECTION","Cyclotrimethylene-Trinitramine (RDX);",2005,"USA"
"A POLYTRIAZOLE SYNTHESIZED BY 1 3 DIPOLAR POLYCYCLOADDITION SHOWING AGGREGATION ENHANCED EMISSION AND UTILITY IN EXPLOSIVE DETECTION","",2013,"China"
"A PORTABLE AND AUTONOMOUS MULTICHANNEL FLUORESCENCE DETECTOR FOR ON LINE AND IN SITU EXPLOSIVE DETECTION IN AQUEOUS PHASE","2,4,6-Trinitrotoluene (TNT);Dinitrotoluene (DNT);",2012,"China"
"A PORTABLE FLUORESCENCE DETECTOR FOR FAST ULTRA TRACE DETECTION OF EXPLOSIVE VAPORS","2,4-Dinitrotoluene (DNT);2,4,6-Trinitrotoluene (TNT);Dinitrotoluene (DNT);",2011,"China"
"A POTENTIAL METALLOGRAPHIC TECHNIQUE FOR THE INVESTIGATION OF PIPE BOMBINGS","2,4,6-Trinitrotoluene (TNT);Black Powder;Composition C;Dynamite;Nitroglycerin (NG);",2003,"USA"
"A PRACTICAL SUPERHETERODYNE RECEIVER DETECTOR USING STIMULATED EMISSIONS","",2011,"USA"
"A PRESSURE OR VELOCITY DEPENDENT ACCELERATION RATE LAW FOR THE SHOCK TO DETONATION TRANSITION PROCESS IN PBX 9502 HIGH EXPLOSIVE","1,3,5-Triamino-2,4,6-Trinitrobenzene (TATB);",2020,"USA"
"A PYRENE CORED CONJUGATED MICROPOROUS POLYCARBAZOLE FOR SENSITIVE AND SELECTIVE DETECTION OF HAZARDOUS EXPLOSIVES","Picric Acid (PA);",2019,"China,UK"
"A PYRENE LINKED THIOUREA AS A CHEMOSENSOR FOR CATIONS AND SIMPLE FLUORESCENT SENSOR FOR PICRIC ACID","Picric Acid (PA)",2015,"India,Taiwan"
"A QUALITATIVE COMPARISON OF SMOKELESS POWDER MEASUREMENTS","Nitrocellulose (NC);Nitroglycerin (NG);",2002,"USA"
"A QUANTITATIVE ASSESSMENT OF CHEMICAL TECHNIQUES FOR DETECTING TRACES OF EXPLOSIVES AT COUNTER TERRORIST PORTALS","",2004,"Australia"
"A QUANTITATIVE CHEMILUMINESCENT ASSAY FOR ANALYSIS OF PEROXIDE BASED EXPLOSIVES","Hexamethylene Triperoxide Diamine (HMTD);Nitroglycerin (NG);Triacetone Triperoxide (TATP);",2011,"Italy,Switzerland"
"A QUANTITATIVE COMPARISON OF SMOKELESS POWDER MEASUREMENTS","Nitroglycerin (NG);",2002,"USA"
"A QUINOLINE BASED COMPOUND FOR EXPLOSIVE 2 4 6 TRINITROPHENOL SENSING EXPERIMENTAL AND DFT D3 STUDIES","Picric Acid (PA)",2018,"India,Israel"
"A RAPID AND SENSITIVE QUANTITATIVE ANALYSIS METHOD FOR TNT USING RAMAN SPECTROSCOPY","2,4-Dinitrotoluene (DNT);2,4,6-Trinitrotoluene (TNT);Dinitrotoluene (DNT)",2019,"China"
"A RAPID METHOD FOR THE IDENTIFICATION OF NITROCELLULOSE IN HIGH EXPLOSIVES AND SMOKELESS POWDERS USING GC EI MS","Nitrocellulose (NC);Dynamite",2016,"Greece"
"A RATIONAL SELF SACRIFICING TEMPLATE ROUTE TO METAL ORGANIC FRAMEWORK NANOTUBES AND REVERSIBLE VAPOR PHASE DETECTION OF NITROAROMATIC EXPLOSIVES","",2012,"China"
"A REACTION PROGRESS VARIABLE MODELING APPROACH FOR NON IDEAL MULTIPHASE EXPLOSIVES","",2012,"USA"
"A RECOGNITION MECHANISM STUDY LUMINESCENT METAL ORGANIC FRAMEWORK FOR THE DETECTION OF NITRO EXPLOSIVES","",2018,"China,Pakistan"
"A RECYCLABLE BI FUNCTIONAL LUMINESCENT ZINC II METAL ORGANIC FRAMEWORK AS HIGHLY SELECTIVE AND SENSITIVE SENSING PROBE FOR NITROAROMATIC EXPLOSIVES AND FE3 IONS","",2019,"China,USA,Russia"
"A RELATIONSHIP BETWEEN MEMBRANE PERMEATION AND PARTITIONING OF NITROAROMATIC EXPLOSIVES AND THEIR FUNCTIONAL GROUPS A COMPUTATIONAL STUDY","2,4,6-Trinitrotoluene (TNT);",2020,"China"
"A RELIABLE SIMPLE METHOD TO ESTIMATE DENSITY OF NITROALIPHATICS NITRATE ESTERS AND NITRAMINES","",2009,"Iran"
"A REPRODUCIBLE METHOD FOR DETERMINATION OF NITROCELLULOSE IN SOIL","Nitrocellulose (NC)",2008,"USA"
"A REVIEW OF BIOSENSORS AND BIOLOGICALLY INSPIRED SYSTEMS FOR EXPLOSIVES DETECTION","",2008,"UK"
"A REVIEW OF CONVENTIONAL EXPLOSIVES DETECTION USING ACTIVE NEUTRON INTERROGATION","",2014,"USA"
"A REVIEW OF EXPLOSIVE RESIDUE DETECTION FROM FORENSIC CHEMISTRY PERSPECTIVE SATU ULASAN PENGESANAN RESIDU LETUPAN DARI SUDUT PANDANGAN KIMIA FORENSIK","",2017,"Malaysia"
"A REVIEW OF POST COLUMN PHOTOCHEMICAL REACTION SYSTEMS COUPLED TO ELECTROCHEMICAL DETECTION IN HPLC","",2010,"USA"
"A REVIEW OF RECENT UNCONVENTIONAL APPLICATIONS OF ION MOBILITY SPECTROMETRY IMS","",2011,"Spain"
"A REVIEW OF REMOTE LASER INDUCED BREAKDOWN SPECTROSCOPY","",2020,"China"
"A REVIEW OF SOLUTION COMBUSTION SYNTHESIS AN ANALYSIS OF PARAMETERS CONTROLLING POWDER CHARACTERISTICS","",2021,"USA"
"A REVIEW OF TOXICITY AND BIODEGRADATION OF OCTAHYDRO 1 3 5 7 TETRANITRO 1 3 5 7 TETRAZOCINE HMX IN THE ENVIRONMENT","Cyclotetramethylene-Tetranitramine (HMX)",2021,"India"
"A REVIEW OF TREATMENT METHODS FOR INSENSITIVE HIGH EXPLOSIVE CONTAMINATED WASTEWATER","2,4-Dinitroanisole (DNAN);2,4,6-Trinitrotoluene (TNT);3-Nitro-1,2,4-Triazol-5-One (NTO);Cyclotrimethylene-Trinitramine (RDX);Nitrotoluene (NT);",2021,"UK"
"A REVIEW OF X RAY EXPLOSIVES DETECTION TECHNIQUES FOR CHECKED BAGGAGE","",2012,"UK"
"A REVIEW ON SEVERAL KEY PROBLEMS OF STANDOFF TRACE EXPLOSIVES DETECTION BY OPTICAL RELATED TECHNOLOGY","",2017,"China"
"A REVIEW ON SLURRY BIOREACTORS FOR BIOREMEDIATION OF SOILS AND SEDIMENTS","",2008,"Mexico,Italy"
"A REVIEW ON THE ROLE OF EMERGING REVOLUTIONARY NANOTECHNOLOGY IN FORENSIC INVESTIGATIONS","",2020,"India"
"A ROBUST SOLUTION TO HIGH ACCURACY GEOLOCATION QUADRUPLE INTEGRATION OF GPS IMU PSEUDOLITE AND TERRESTRIAL LASER SCANNING","",2011,"USA,China,Australia"
"A ROBUST TRIPEPTIDE FOR IN FIELD SELECTIVE NAKED EYE ULTRATRACE DETECTION OF 2 4 6 TRINITROPHENOL","Picric Acid (PA)",2020,"India"
"A SAFER SYNTHESIS OF THE EXPLOSIVE PRECURSORS 4 AMINOFURAZAN 3 CARBOXYLIC ACID AND ITS ETHYL ESTER DERIVATIVE","",2020,"USA"
"A SCHEME FOR THE CLASSIFICATION OF EXPLOSIONS IN THE CHEMICAL PROCESS INDUSTRY","",2010,"India,USA"
"A SCREENED HYBRID DENSITY FUNCTIONAL STUDY ON ENERGETIC COMPLEXES COBALT NICKEL AND COPPER CARBOHYDRAZIDE PERCHLORATES","",2010,"China"
"A SELECTIVE FLUORESCENT RESONANCE ENERGY TRANSFER QUENCHING AND RESONANCE LIGHT SCATTERING ENHANCEMENT DUAL RECOGNITION PROBE FOR 2 4 6 TRINITROTOLUENE","2,4,6-Trinitrotoluene (TNT)",2014,"China"
"A SENSOR BASED ON BLUE LUMINESCENT GRAPHENE QUANTUM DOTS FOR ANALYSIS OF A COMMON EXPLOSIVE SUBSTANCE AND AN INDUSTRIAL INTERMEDIATE 2 4 6 TRINITROPHENOL","Picric Acid (PA)",2015,"China,Australia"
"A SERIES OF POROUS INTERPENETRATING METAL ORGANIC FRAMEWORKS BASED ON FLUORESCENT LIGANDS FOR NITROAROMATIC EXPLOSIVE DETECTION","2,4-Dinitrotoluene (DNT);Dinitrobenzene (DNB);Dinitrotoluene (DNT);Picric Acid (PA);",2018,"China"
"A SERS STAMP MULTISCALE COUPLING EFFECT OF SILVER NANOPARTICLES AND HIGHLY ORDERED NANO MICRO HIERARCHICAL SUBSTRATES FOR ULTRASENSITIVE EXPLOSIVE DETECTION","2,4,6-Trinitrotoluene (TNT);",2020,"China"
"A SHORT REVIEW OF NITRIC ESTERS AND THEIR ROLE IN ENERGETIC MATERIALS","",2021,"USA"
"A SIMPLE ACCURATE MODEL FOR PREDICTION OF DEFLAGRATION TEMPERATURE OF ENERGETIC COMPOUNDS","",2013,"Iran"
"A SIMPLE AND FLEXIBLE THIN FILM EVAPORATING DEVICE FOR ENERGETIC MATERIALS","Pentaerythritol Tetranitrate (PETN);",2008,"USA"
"A SIMPLE AND INEXPENSIVE ELECTROCHEMICAL ASSAY FOR THE IDENTIFICATION OF NITROGEN CONTAINING EXPLOSIVES IN THE FIELD","Cyclotrimethylene-Trinitramine (RDX);",2017,"USA"
"A SIMPLE AND RAPID EVALUATION OF EXPLOSIVE PERFORMANCE THE DISC ACCELERATION EXPERIMENT","Pentaerythritol Tetranitrate (PETN);",2015,"USA"
"A SIMPLE APPROACH FOR PREDICTING IMPACT SENSITIVITY OF POLYNITROHETEROARENES","",2009,"Iran"
"A SIMPLE DESORPTION ATMOSPHERIC PRESSURE CHEMICAL IONIZATION METHOD FOR ENHANCED NON VOLATILE SAMPLE ANALYSIS","",2018,"China"
"A SIMPLE ORGANIC MULTI ANALYTE FLUORESCENT PROBER ONE MOLECULE REALIZES THE DETECTION TO DNT TATP AND SARIN SUBSTITUTE GAS","2,4-Dinitrotoluene (DNT);Dinitrotoluene (DNT);Triacetone Triperoxide (TATP)",2021,"China"
"A SINGLE MOLECULAR FLUORESCENT PROBE FOR SELECTIVE AND SENSITIVE DETECTION OF NITROAROMATIC EXPLOSIVES A NEW STRATEGY FOR THE MASK FREE DISCRIMINATION OF TNT AND TNP WITHIN SAME SAMPLE","2,4,6-Trinitrotoluene (TNT);Picric Acid (PA)",2017,"China"
"A SINGLE SHOT NANOSECOND NEUTRON PULSED TECHNIQUE FOR THE DETECTION OF FISSILE MATERIALS","",2012,"Poland,Russia"
