"","AIKeywords"
"777","THERMITES"
"778","CAPILLARY ELECTROPHORESIS"
"779","CONDUCTIVITY DETECTION"
"780","PORTABLE INSTRUMENTATION"
"781","WIPE"
"782","BLAST"
"783","COGNITIVE FUNCTION"
"784","RAT"
"785","TAU"
"786","CHROMATOGRAPHIC ANALYSIS"
"787","EXPLOSIVES AND THEIR DEGRADATION PRODUCTS"
"788","NUCLEAR MAGNETIC RESONANCE SPECTROSCOPY"
"789","FTIR SPECTROSCOPY"
"790","REACTION MECHANISM"
"791","TGA"
"792","ACTIVE REMOTE SENSING"
"793","DAYTIME RAMAN"
"794","LONG RANGE CHEMICAL DETECTION"
"795","RAMAN SCATTERING"
"796","REMOTE CHEMICAL DETECTION"
"797","REMOTE RAMAN SPECTROSCOPY"
"798","REMOTE SENSING"
"799","INSTRUMENT IMPROVEMENT"
"800","ISOTHERMAL DECOMPOSITION DYNAMICS"
"801","STORAGE LIFE"
"802","TKX-50"
"803","EXPLOSIVE SCREENING TEST"
"804","INNER FILTER EFFECT"
"805","LUMINESCENT SENSORS"
"806","PHOTOINDUCED ELECTRON TRANSFER"
"807","CANIS FAMILIARIS"
"808","DETECTION DOG"
"809","DOMESTIC DOG"
"810","OBJECT-CHOICE TASK"
"811","OLFACTION"
"812","SOCIAL COGNITION"
"813","MODELING"
"814","NANORIBBONS"
"815","AMMONIA-ASSISTED PTR-MS"
"816","ASSISTED GASES"
"817","CONVENTIONAL PTR-MS"
"818","AG NANOSTRUCTURES"
"819","SURFACTANT FREE NANOSTRUCTURES"
"820","SWAB DETECTION"
"821","THERMAL BEHAVIOR"
"822","LOD"
"823","METAL-ORGANIC FRAMEWORKS"
"824","NITRO-AROMATIC SENSING"
"825","TI-BASED MOFS"
"826","GC"
"827","MS/MS"
"828","SBSE"
"829","WATER"
"830","CONSTITUTIVE LAW"
"831","EXPERIMENTAL CHARACTERIZATION"
"832","INDUCED ANISOTROPY"
"833","PLASTIC-BONDED EXPLOSIVES"
"834","MONOETHANOLAMINE"
"835","SURFACE ENHANCED RAMAN SCATTERING"
"836","DETECTION CANINE"
"837","GENERALIZATION-DISCRIMINATION BALANCE"
"838","OLFACTORY DISCRIMINATION"
"839","OLFACTORY GENERALIZATION"
"840","SELECTIVITY"
"841","AEROGEL SPHERES"
"842","CELLULOSE"
"843","COCRYSTALLIZATION"
"844","GAUSSIAN"
"845","LOW SENSITIVE HIGH ENERGY MATERIAL (LSHEM)"
"846","SECONDARY BONDING"
"847","THEORETICAL STRUCTURE OPTIMIZATION"
"848","EQUILIBRIUM TEMPERATURE"
"849","PARTICLE GRADATION"
"850","QUASI-STATIC PRESSURE"
"851","REACTION RATIO"
"852","EMULSION EXPLOSIVES"
"853","EXPLOSIVE WELDING"
"854","FOIL"
"855","RDX POWDERS"
"856","ELECTROCHEMICAL GAS SENSOR"
"857","POLYACRYLAMIDE GEL"
"858","ANGULAR FIELD"
"859","EXPLOSIVE FIREBALL"
"860","INFRARED THERMAL IMAGER"
"861","MEASUREMENT PRECISION"
"862","DETONATION ABILITY"
"863","EXPLOSIVE COMPOSITE"
"864","UV-CURING"
"865","HUMIDITY"
"866","SURFACE ADSORPTION"
"867","DETONATION PROPERTIES"
"868","APPARENT ACTIVATION ENERGY"
"869","IONIC LIQUID"
"870","MAXIMUM PEAK TEMPERATURE"
"871","THERMAL DECOMPOSITION PROCESS"
"872","DIFFUSION"
"873","EPDM INSULATION"
"874","SURFACE AREA DIFFUSION RATE"
"875","CO-IMPRINTING TECHNIQUE"
"876","DENGUE VIRUS"
"877","ELECTROCHEMICAL SENSORS"
"878","MOLECULARLY IMPRINTED POLYMERS (MIPS)"
"879","ANALYTIC"
"880","CONFIGURAL"
"881","DETECTION DOGS"
"882","ANFO EQUIVALENCE"
"883","ACTIVE INFRARED SPECTROSCOPY"
"884","CONVOLUTIONAL NEURAL NETWORKS"
"885","QUANTUM CASCADE LASERS"
"886","STAND-OFF DETECTION"
"887","TRACE EXPLOSIVES"
"888","NANO CUBIC"
"889","TRINITROPHENOL (TNP)"
"890","ULTRASOUND"
"891","CHEMOSENSORS"
"892","DENSITY FUNCTIONAL THEORY"
"893","HOST-GUEST COMPLEXES"
"894","OXACALIX [4]ARENE"
"895","ATTRIBUTION"
"896","CHEMICAL PROFILING"
"897","ERYTHRITOL TETRANITRATE (ETN)"
"898","LIQUID CHROMATOGRAPHY-MASS SPECTROMETRY (LC–MS)"
"899","COMBINED EFFECTS EXPLOSIVES"
"900","FRAGMENTATION WARHEADS"
"901","GURNEY VELOCITY"
"902","DECOMPOSITION"
"903","HNBB"
"904","HNS"
"905","KINETIC"
"906","THERMAL"
"907","EPIDEMIOLOGY"
"908","INJURIES"
"909","LEGISLATION"
"910","POLICY"
"911","ENERGETIC IONIC SALTS"
"912","HIRSHFELD SURFACE ANALYSIS"
"913","VAN DER WAALS INTERACTIONS"
"914","HYPERSPECTRAL IMAGE SURVEILLANCE AND RECONNAISSANCE"
"915","INCIDENT LIGHT"
"916","SPECTRAL REGISTRATION"
"917","SPECTRALON"
"918","TEFLON"
"919","WHITE REFERENCE"
"920","CHEMICAL SENSOR"
"921","DONOR-ACCEPTOR-DONOR DYE"
"922","OPTOFLUIDIC LASER"
"923","DINITROTRIAZOLETRIAZOLE"
"924","HETEROCYCLES"
"925","HIGH NITROGEN COMPOUNDS"
"926","FINGERPRINTS"
"927","LASER SCATTERING"
"928","LASER SPECTROSCOPY"
"929","LIF"
"930","RAMAN"
"931","REMOTE"
"932","RESIDUE"
"933","SCANNING"
"934","STAND‐OFF"
"935","NITROGEN-ACTIVATED OXIDATION"
"936","THERMAL DESORPTION DIRECT ANALYSIS IN REAL TIME MASS SPECTROMETRY (TD-DART-MS)"
"937","PAPER SPRAY"
"938","LASER ABLATION DIRECT ANALYSIS IN REAL TIME IMAGING-MASS SPECTROMETRY"
"939","LATENT FINGERMARKS"
"940","PSYCHOACTIVE BIOMARKER DETECTION"
"941","TRL 2"
"942","CRACK PROPAGATION"
"943","DEBONDING"
"944","FRICTIONAL HEATING"
"945","INTERFACE"
"946","MULTICOMPONENT MESOSCOPIC REACTION RATE MODEL"
"947","MULTICOMPONENT PBXS"
"948","ONE-DIMENSIONAL LAGRANGIAN EXPERIMENTAL SYSTEM"
"949","PARTICLE SIZE"
"950","SHOCK INITIATION"
"951","CROSS-LINKING"
"952","MINIEMULSION POLYMERIZATION"
"953","POLYMERIC NANOPARTICLES"
"954","1,3,4-OXADIAZOLE"
"955","REVIEW"
"956","COPPER FERRITE"
"957","SOL–GEL"
"958","HYDROTHERMAL METHOD"
"959","CANINE TRAINING AID"
"960","PDMS"
"961","VAPOR DETECTION"
"962","AZOR"
"963","AZOREDUCTASE"
"964","BIOREPORTER"
"965","ANALYTICAL CHEMICAL DETERMINATION"
"966","CHEMICAL CLASSIFICATION"
"967","INDIVIDUAL EXPLOSIVE MOLECULES"
"968","OXIDIZER-FUEL EXPLOSIVE MIXTURES"
"969","METHYLATION"
"970","STRUCTURE–PROPERTY RELATIONSHIP"
"971","TRIAZOLE-FUSED FRAMEWORK"
"972","2, 4-DNT"
"973","2, 6-DNT"
"974","PDMS ODOR-CAPTURE-AND-RELEASE"
"975","POLYDIMETHYLSILOXANE (PDMS)"
"976","2,4-DINITROTOLUENE"
"977","FUNCTIONAL LIBRARY"
"978","GENOME SEQUENCING"
"979","PENTAERITRITOL TETRANITRATE"
"980","BLUE MUSSELS"
"981","CARBONYL REDUCTASE"
"982","DUMPED MUNITIONS"
"983","OXIDATIVE STRESS"
"984","SHORT-CHAIN DEHYDROGENASES REDUACTASES (SDR)"
"985","HIGH RESOLUTION MASS SPECTROMETRY"
"986","AMBIENT IONIZATION"
"987","CORONA DISCHARGE"
"988","DESORPTION ATMOSPHERIC PRESSURE CHEMICAL IONIZATION"
"989","HYPERSPECTRAL IMAGING"
"990","SPECTROSCOPY"
"991","TRACE CHEMICAL DETECTION"
"992","ISORETICULAR METAL–ORGANIC FRAMEWORK"
"993","NCQDS"
"994","PL QUENCHING"
"995","2,4,6−TRINITROTOLUENE"
"996","CARBON NANOMATERIALS"
"997","ELECTRIC DISCHARGE"
"998","SCREEN−PRINTED ELECTRODES"
"999","SPARKING"
"1000","DEFECT DISCRIMINATION FUSION OPERATOR"
"1001","IMAGE PARTITIONING-WEIGHTED EIGENVALUE (IP-WEV)"
"1002","INDUSTRIAL EXPLOSIVE CARTRIDGE"
"1003","SURFACE MULTIDEFECT"
"1004","VISUAL ATTENTION MODEL"
"1005","AZIDO"
"1006","DETONATION CAPACITY"
"1007","HIGH-NITROGEN COMPOUND"
"1008","PRIMARY EXPLOSIVE"
"1009","FOX-7"
"1010","HIGH ENERGETIC"
"1011","HNIW"
"1012","LOW VULNERABLE"
"1013","PBX"
"1014","CONVOLUTIONAL NEURAL NETWORK"
"1015","IMAGE PROCESSING"
"1016","IMPROVISED EXPLOSIVE DEVICE"
"1017","LAND MINE DETECTION"
"1018","LAND SENSING"
"1019","CORNER TURNING ABILITY"
"1020","DETONATING TRANSFER PERFORMANCE"
"1021","EXPLOSIVE INK"
"1022","MICRO-SIZE DETONATION"
"1023","GENETIC ALGORITHM AND HYBRID MODEL"
"1024","SUPPORT VECTOR REGRESSION"
"1025","VELOCITY OF DETONATION"
"1026","2, 4, 6-TRINITROTOLUENE"
"1027","CL-20/RDX-CMDB PROPELLANT"
"1028","COMBUSTION PROPERTIES"
"1029","ENERGY"
"1030","ELECTROCHEMICAL POLYMERIZATION FILM"
"1031","FLUORESCENT SENSOR"
"1032","ORGANIC LIGHT-EMITTING DEVICE"
"1033","AIR BLAST TESTS"
"1034","BLAST WAVES"
"1035","TNT EQUIVALENT"
"1036","FE3+ IONS"
"1037","SENSING PROBE"
"1038","ZINC (II) METAL–ORGANIC FRAMEWORK"
"1039","ACTIVATION ENERGY"
"1040","HIGH-ENERGY MATERIAL"
"1041","IGNITION TEMPERATURE"
"1042","IRON"
"1043","NICKEL"
"1044","TITANIUM"
"1045","ELECTROSTATIC SENSITIVITY"
"1046","MICRO-INITIATORS"
"1047","NANOSCALE COPPER AZIDE"
"1048","POROUS GRAPHEME"
"1049","COORDINATION COMPOUNDS"
"1050","FLUORESCENCE SPECTROSCOPY"
"1051","INORGANIC CHEMISTRY"
"1052","INTERDISCIPLINARY/MULTIDISCIPLINARY"
"1053","OXIDATION/REDUCTION"
"1054","PHYSICAL CHEMISTRY"
"1055","PROBLEM SOLVING/DECISION MAKING"
"1056","UPPER-DIVISION UNDERGRADUATE"
"1057","AEROSOL"
"1058","AIR POLLUTION"
"1059","FIRECRACKER"
"1060","FIREWORK"
"1061","HEAVY METALS"
"1062","PARTICULATE MATTER"
"1063","SPARKLER"
"1064","AMINO DERIVATIVES"
"1065","CUSTOM SECURITY PROTECTION"
"1066","FILTER PAPER SENSOR"
"1067","FLUORESCENT PROBE"
"1068","MEISENHEIMER COMPLEXES"
"1069","NAKED-EYE DETECTION"
"1070","NANOCATALYSTS"
"1071","POSTAL PACKAGE SURFACE"
"1072","CYLINDER EXPANSION TEST"
"1073","PERFORMANCE"
"1074","AMINATION REACTIONS"
"1075","N-AMINES"
"1076","DROP-WEIGHT IMPACT"
"1077","HEAT-GENERATION MECHANISM"
"1078","IGNITION AND COMBUSTION"
"1079","JETTING"
"1080","RDX AND HMX EXPLOSIVE"
"1081","COLORIMETRIC SENSING"
"1082","FLUORESCENCE TURN-OFF SENSOR"
"1083","LANTHANIDE-DOPED GOLD NANOCLUSTER"
"1084","PAPER STRIP ASSAY"
"1085","DFT"
"1086","GREEN EXPLOSIVE"
"1087","HIGH-ENERGY-DENSITY MATERIAL"
"1088","NITROGEN-RICH SOLID"
"1089","EXPLOSIVE STRENGTH"
"1090","SEMTEX"
"1091","MONOFUELS"
"1092","POLLUTION"
"1093","ATMOSPHERIC PRESSURE CHEMICAL IONIZATION (APCI)"
"1094","ION MOBILITY SPECTROMETRY (IMS)"
"1095","IONIZATION TECHNIQUE"
"1096","TRACE EXPLOSIVES DETECTION"
"1097","CORE-SHELL NANOPARTICLES"
"1098","MULTISCALE NANOMATERIAL"
"1099","PHOTONIC CRYSTALS"
"1100","CTH"
"1101","PROBABILISTIC"
"1102","SHOCK"
"1103","COARSE-GRAIN MODELS"
"1104","DISSIPATIVE PARTICLE DYNAMICS"
"1105","GAUSSIAN PROCESS REGRESSION"
"1106","MULTISCALE SIMULATION"
"1107","ENTHALPY"
"1108","MATRIX-ASSISTED LASER DESORPTION/IONIZATION QUANTIFICATION"
"1109","SOIL CONTAMINATION"
"1110","PARTIAL SEPARATION"
"1111","SILICON NANOWIRES"
"1112","FAIMS"
"1113","SWAB SPRAY"
"1114","OPTIMIZATION"
"1115","VACUUM ULTRAVIOLET SPECTROSCOPY"
"1116","FLYING FRAGMENTS"
"1117","HUMAN SAFETY"
"1118","PERSON-BORNE IMPROVISED EXPLOSIVE DEVICE EXPERIMENT"
"1119","PROBABILISTIC ANALYSIS"
"1120","DENSITY BEHAVIOR"
"1121","POWDER COMPACTION"
"1122","ULTRASONIC-ASSISTED PROCESSING"
"1123","DEUTERIUM"
"1124","ISOTOPIC SUBSTITUTION"
"1125","KINETIC-ISOTOPE-EFFECT"
"1126","TATB"
"1127","AERODYNAMIC RESUSPENSION"
"1128","ENERGETIC PARTICLES RESIDUE"
"1129","NON-CONTACT SAMPLING"
"1130","PLANAR JET"
"1131","WALL SHEAR STRESS"
"1132","PROGRAMMED BURN"
"1133","REACTIVE BURN"
"1134","CHEMIRESISTIVE SENSORS"
"1135","QUANTUM DOTS SENSORS"
"1136","ROOM TEMPERATURE SENSING"
"1137","SMALL-GAP PHOTOCONDUCTIVE DIPOLE ANTENNA"
"1138","TERAHERTZ ANTENNA"
"1139","TERAHERTZ IMAGING"
"1140","TERAHERTZ NEAR-FIELD IMAGING AND SENSING"
"1141","TERAHERTZ SENSING"
"1142","2,4-DINITROTOLUENE (DNT)"
"1143","MICROBIAL BIOREPORTERS"
"1144","NANOSIZED ZERO-VALENT IRON PARTICLES (NZVIS)"
"1145","REGENERATION"
"1146","REMOVAL"
"1147","ENGINEERING PREDICTION"
"1148","EVOLVED GASES"
"1149","SODIUM HALIDE"
"1150","THERMAL SAFETY"
"1151","HYBRID PATTERN RECOGNITION"
"1152","PIEZORESISTIVE CANTILEVERS"
"1153","RAPID SENSING"
"1154","SOFTWARE TEMPERATURE COMPENSATION"
"1155","BORON POWDER"
"1156","MICRO-CAPSULE"
"1157","STABILITY"
"1158","ROTATIONAL SPECTROSCOPY"
"1159","WATER ADDUCTS"
"1160","DBDI-MS"
"1161","ENHANCED SENSITIVITY"
"1162","NONVOLATILE COMPOUNDS"
"1163","TRIBODESORPTION"
"1164","NANO-THERMITES"
"1165","SYNTHESIS"
"1166","EC50"
"1167","ECOSYSTEMS"
"1168","LUMINESCENT BACTERIA"
"1169","GRAPHENE IDT"
"1170","SAW RESONATOR"
"1171","SAW SENSOR"
"1172","TNT DETECTION"
"1173","INVESTIGATION"
"1174","TAGGANT TECHNOLOGY"
"1175","COLORIMETRIC ASSAY"
"1176","DEXAMETHASONE"
"1177","IMMUNOCHROMATOGRAPHY"
"1178","QUANTIFICATION"
"1179","UP-CONVERSION LUMINESCENCE NANOPARTICLES"
"1180","FLUORESCENCE RESONANCE ENERGY TRANSFER"
"1181","SAMARIUM CHROMITE"
"1182","HYDROGEN BOND DONATING ABILITY"
"1183","MARCHER STEAM"
"1184","NEAR-GROUND BLAST"
"1185","REFLECTED WAVE"
"1186","FIREWORKS"
"1187","FORENSIC EXPLOSIVES ANALYSIS"
"1188","IRTD-DART-MS"
"1189","PARCEL SCREENING"
"1190","TRACE-EXPLOSIVE DETECTION"
"1191","EMISSION SPECTRA"
"1192","PYROMETRY"
"1193","CYCLIC NITRAMINE"
"1194","HIGH ENERGY DENSITY MATERIALS"
"1195","COOK-OFF"
"1196","INSENSITIVE MUNITIONS"
"1197","NITROGUANIDINE"
"1198","SHOCK SENSITVITY"
"1199","EXPLOSIVE REACTIVE ARMOR (ERA)"
"1200","SHEET EXPLOSIVE"
"1201","SHOCK SENSITIVITY"
"1202","SPHERICAL NTO"
"1203","CANINE DETECTION"
"1204","HEADSPACE ANALYSIS"
"1205","HEXEMETHYLENE TRIPEROXIDE DIAMINE"
"1206","TRAINING AIDS"
"1207","NITRATE ESTERS"
"1208","VAPOR PRESSURE"
"1209","COMBUSTION PERFORMANCE"
"1210","GUN PROPELLANTS"
"1211","DIHYDROXYLAMMONIUM 5,5′-BISTETRAZOLE-1,1′-DIOLATE (TKX-50)"
"1212","ENERGETIC PERFORMANCE"
"1213","ENTHALPY OF FORMATION"
"1214","HIGHLY LOADED COMPOSITES"
"1215","PARTICLE SIZE DISTRIBUTION"
"1216","AXSIM"
"1217","ILLEGAL DRUG"
"1218","ION TRAP MASS SPECTROMETRY"
"1219","ON-SITE ANALYSIS"
"1220","RESONANCE EXCITATION"
"1221","BACTERIAL WHOLE-CELL BIOSENSORS"
"1222","BIOLUMINESCENCE"
"1223","OPTOELECTRONIC BIOSENSOR MODULE"
"1224","CARBON BASED MATERIALS"
"1225","ELECTROCATALYSIS"
"1226","METAL-FREE CATALYST"
"1227","SI-DOPED GRAPHENE"
"1228","ACCELERATED AGING"
"1229","PCA"
"1230","PYROTECHNIC TRACER COMPOSITION"
"1231","XRD"
"1232","GNS-AG HYBRIDS"
"1233","HEAT CONDUCTIVITY"
"1234","HYDROXYL-TERMINATED POLYBUTADIENE (HTPB)"
"1235","BIOAUGMENTATION"
"1236","BIOFORMULATION"
"1237","EGGSHELL POWDER"
"1238","SOIL BIOREMEDIATION"
"1239","ISOTHERMAL DECOMPOSITION"
"1240","PBX EXPLOSIVE"
"1241","EPOXY RESIN"
"1242","THERMAL KINETICS"
"1243","DETECTION"
"1244","ELECTROCHEMISTRY"
"1245","PLANAR DEVICE"
"1246","SQUARE WAVE VOLTAMMETRY"
"1247","LAGRANGIAN EXPERIMENTAL SYSTEM"
"1248","MODIFIED MESOSCOPIC REACTION RATE MODEL"
"1249","POROSITY"
"1250","LASER VELOCITY INTERFEROMETRY TECHNIQUE"
"1251","PARAMETERS OF JWL EQUATION OF STATE"
"1252","RBOL-2 EXPLOSIVE"
"1253","REACTION ZONE"
"1254","PULSED LASER"
"1255","DIFFERENTIAL MOBILITY SPECTROMETRY"
"1256","DMS"
"1257","SHANNON ENTROPY"
"1258","IMPROVISED EXPLOSIVE DEVICE (IED)"
"1259","MIXED METHOD"
"1260","SOFT TARGETS"
"1261","EXPLOSIVE ANALYSIS"
"1262","FINGERMARKS"
"1263","ION CHROMATOGRAPHY"
"1264","NON-TARGETED ANALYSIS"
"1265","1,2,4,5-TETRAZINE"
"1266","N-OXIDE"
"1267","[1,2,4]TRIAZOLO[4,3,B][1,2,4,5]TETRAZINE"
"1268","HOTSPOTS"
"1269","POROUS SILICON"
"1270","WET ANISOTROPIC ETCHING"
"1271","DIFFERENTIAL SCANNING CALORIMETRY"
"1272","FLYNN WALL OZAWA (FWO) METHOD"
"1273","MICROENCAPSULATION"
"1274","THERMOGRAVIMETRY"
"1275","METAL-ORGANIC FRAMEWORK (MOF)"
"1276","NANOCOMPOSITES"
"1277","NITRAMINE EXPLOSIVE"
"1278","THERMAL PROPERTIES"
"1279","AIE"
"1280","IMINE ORGANIC CAGE"
"1281","TPE"
"1282","BORON NITRIDE"
"1283","CARBON NANOTUBES"
"1284","HETERONANOTUBES"
"1285","NANOELECTRONICS"
"1286","NANOSENSORS"
"1287","THERMOELECTRIC"
"1288","DFT CALCULATIONS"
"1289","NC DECOMPOSITION"
"1290","REACTION ENTHALPIES"
"1291","STABILIZER REACTIONS"
"1292","TRANSITION STATES"
"1293","FLOODING LEVEL"
"1294","NITROGEN AND ORGANIC LOADS"
"1295","VERTICAL FLOW CONSTRUCTED WETLAND"
"1296","VETIVERIA ZIZANIOIDES"
"1297","COORDINATION POLYMER"
"1298","METAL ION"
"1299","NITRO EXPLOSIVE"
"1300","COMPOSITES"
"1301","CONFOCAL RAMAN SPECTROSCOPY"
"1302","CRYSTALLIZATION"
"1303","SPRAY FLASH EVAPORATION"
"1304","ASSOCIATED PARTICLE TECHNIQUE (APT)"
"1305","CARGO CONTAINERS"
"1306","FAST NEUTRON INSPECTION"
"1307","HOMELAND SECURITY"
"1308","RUST"
"1309","SELF-HEATING"
"1310","STEEL"
"1311","CONFOCAL RAMAN MICROSCOPY"
"1312","FOURIER TRANSFORM-INFRARED SPECTROSCOPY"
"1313","NUCLEAR MAGNETIC RESONANCE"
"1314","POST-BLAST DEBRIS"
"1315","THIN-LAYER CHROMATOGRAPHY"
"1316","AMBIENT IONIZATION SOURCE"
"1317","DRUGS OF ABUSE"
"1318","HEADSPACE METHOD"
"1319","HOLLOW CATHODE DISCHARGE IONIZATION"
"1320","MECHANISM OF IONIZATION AND DESORPTION"
"1321","NON-THERMAL DESORPTION"
"1322","TRIBOLOGICAL EFFECT"
"1323","COMBUSTION PRODUCTS"
"1324","ICT THERMODYNAMIC CODE"
"1325","OPEN-BURNING"
"1326","LANDMINE LOCALISATION"
"1327","METAL DETECTOR"
"1328","TDDFT"
"1329","TIME-DEPENDENT DENSITY FUNCTIONAL THEORY"
"1330","VUV SPECTROSCOPY"
"1331","DEGRADATION PATHWAY"
"1332","NITROREDUCTASE ENZYME"
"1333","HOMEMADE EXPLOSIVE"
"1334","ISOTOPE RATIO MASS SPECTROMETRY (IRMS)"
"1335","PRECURSORS"
"1336","ENERGY TRANSFER"
"1337","ISOSTRUCTURAL"
"1338","METAL–ORGANIC POLYMERS"
"1339","PHOTOLUMINESCENT PROPERTIES"
"1340","SONOCHEMICAL"
"1341","EFFECTIVE MODULUS"
"1342","MESO-STRUCTURE"
"1343","NUMERICAL MANIFOLD METHOD (NMM)"
"1344","POLYMER BONDED EXPLOSIVES (PBXS)"
"1345","FIBER BRAGG GRATING"
"1346","COMPUTATIONAL MECHANICS"
"1347","DYNAMICS"
"1348","STRESS ANALYSIS"
"1349","WAVE PROPAGATION"
"1350","COLLOIDAL NANOPARTICLES"
"1351","HAZARDOUS MATERIALS"
"1352","HYDROTHERMAL PROCESSING"
"1353","ENERGETICS"
"1354","IMPACT"
"1355","PCI"
"1356","REACTION"
"1357","DETONATOR"
"1358","LASER ATTENUATION"
"1359","OPTICAL DEPTH"
"1360","MAGNETIC"
"1361","WIRELESS SENSOR NETWORK"
"1362","FORENSIC APPLICATION"
"1363","QUANTUM CASCADE LASER SPECTROSCOPY"
"1364","RESONANT CYLINDRICAL TUBE"
"1365","STANDALONE STANDOFF ULTRASONIC SENSOR"
"1366","DESOLVATION"
"1367","POROUS STRUCTURE"
"1368","REDUCED SENSITIVITY"
"1369","SOLVATION"
"1370","AZIMUTHAL DISTRIBUTION"
"1371","BLAST WAVE"
"1372","DIKE"
"1373","NUMERICAL SIMULATION"
"1374","STORAGE FACILITY SHAPE"
"1375","CHLORINE DETECTION"
"1376","ON-FIBER DERIVATIZATION"
"1377","POTASSIUM CHLORATE"
"1378","SOLID PHASE MICROEXTRACTION"
"1379","GROUND-PENETRATING RADAR"
"1380","IMPROVISED EXPLOSIVE DEVICES CLASSIFICATION"
"1381","LANDMINE DETECTION"
"1382","MULTIPLE-INPUT-MULTIPLE-OUTPUT (MIMO) RADAR"
"1383","POLARIMETRIC MEASUREMENTS"
"1384","SUPPORT VECTOR MACHINES"
"1385","INFRARED OPTICAL FIBER"
"1386","QUANTUM CASCADE LASER"
"1387","STANDOFF DETECTION"
"1388","CK-CMP"
"1389","CONJUGATED MICROPOROUS POLYMER"
"1390","DETECTION OF HAZARDOUS EXPLOSIVES"
"1391","POLYCARBAZOLE"
"1392","INSTANT REUSED SENSOR"
"1393","LANTHANIDE COMPLEX"
"1394","MIXED MATRIX MEMBRANE"
"1395","PHENOLIC NITRO-EXPLOSIVE DETECTION"
"1396","WASTE PLASTICS"
"1397","DECOMPOSITION OF EXPLOSIVES"
"1398","EXPLOSIVES ABSORPTION SPECTRA"
"1399","FTIR MEASUREMENTS"
"1400","MELT-CAST EXPLOSIVES"
"1401","ACETONE DETECTION"
"1402","DIAL"
"1403","LIDAR"
"1404","REMOTE DETECTION"
"1405","LOW SENSITIVITY"
"1406","BIODEGRADATION"
"1407","CONTAMINATED SITES"
"1408","OCTOGEN"
"1409","PHYTOREMEDIATION"
"1410","DISRUPTION OF OBJECTS"
"1411","EXPLOSIONS"
"1412","THERMAL THEORY OF EXPLOSIONS"
"1413","PACKAGES"
"1414","GUANYLUREA DINITRAMIDE"
"1415","ROCKET PROPELLANTS"
"1416","VULNERABILITY"
"1417","EXPLO"
"1418","HATO"
"1419","SECONDARY EXPLOSIVE"
"1420","HOLLOW STRUCTURE"
"1421","MICROCAPSULE"
"1422","POLYMERIC COMPOSITE"
"1423","CW AGENTS"
"1424","NEUTRON INTERROGATION"
"1425","QA/QC PROCEDURES"
"1426","ENERGETIC MICROSPHERES"
"1427","ROCK MASS TEMPERATURE"
"1428","CROSS SECTIONS"
"1429","TRACE ANALYSIS"
"1430","DECOMPOSITION KINETICS"
"1431","NANOCONFINEMENT"
"1432","BIOSTIMULATION"
"1433","PELOMONAS AQUATICA"
"1434","WATER DISPERSIBLE GRANULES"
"1435","BENZOXAZINE"
"1436","RESISTANCE MEMORY"
"1437","TRIARYLAMINE"
"1438","CENTRALLY CRACKED SHEET TENSILE SPECIMEN"
"1439","FRACTURE TOUGHNESS"
"1440","HTPB PROPELLANT"
"1441","LOW TEMPERATURE"
"1442","DNAN/HMX MELT-CAST EXPLOSIVES"
"1443","PARTICLE CHARACTERISTICS"
"1444","RHEOLOGICAL BEHAVIOR"
"1445","SOLID CONTENT"
"1446","TEMPERATURE AND CHEMICAL ADDITIVES"
"1447","COMBUSTION CHARACTERISTIC"
"1448","DENSITY"
"1449","INTERMETALLIC COMPOUNDS"
"1450","OXYDATION PROPERTIES"
"1451","ZRAL3/AL COMPOSITE FUELS"
"1452","DESIGN OF EXPERIMENT (DOE)"
"1453","DIGESTION METHOD"
"1454","PURIFICATION"
"1455","MICROCHIP ELECTROPHORESIS"
"1456","EVANESCENT FIELD SENSOR"
"1457","MICRO-RING RESONATOR"
"1458","MOLECULARLY IMPRINTED SOL-GEL"
"1459","INFRARED SPECTRUM"
"1460","NEPE PROPELLANT"
"1461","STABILIZER CONTENT"
"1462","MESOSCOPIC REACTION RATE MODEL"
"1463","MULTI-COMPONENT PBX EXPLOSIVES"
"1464","REACTION RATE-TIME HISTORY"
"1465","EXPLOSIVE COMBUSTION"
"1466","ZND MODEL"
"1467","CAPILLARY MICROEXTRACTION OF VOLATILES (CMV)"
"1468","GAS CHROMATOGRAPHY-MASS SPECTROMETRY (GC–MS)"
"1469","VOLATILE ORGANIC COMPOUNDS (VOCS) ASSOCIATED WITH EXPLOSIVES"
"1470","CASUALTY RISKS"
"1471","HUMAN VULNERABILITY"
"1472","METAL-CASED MUNITION"
"1473","PRIMARY FRAGMENTATION HAZARD"
"1474","STOCHASTIC ANALYSIS"
"1475","MD SIMULATION AND DFT"
"1476","REACTION PATHWAY"
"1477","TIO2, DEGRADATION"
"1478","TRINITROBENZOICACID"
"1479","TRINITROBEZALDEHYDE"
"1480","ADDUCT IONS"
"1481","BIRCH REDUCTION TYPE REACTION"
"1482","MODIFIED HCD ION SOURCE"
"1483","SIMULTANEOUS DETECTION"
"1484","AIR QUALITY MONITORING"
"1485","ALTERNATIVE FUEL"
"1486","ANFO"
"1487","FIELD APPLICATIONS"
"1488","RECYCLING"
"1489","ROCK FRAGMENTATION"
"1490","WASTE OIL"
"1491","EXPLOSIVE SENSITIVITY"
"1492","KETO–ENOL TAUTOMERISM"
"1493","NITROTRIAZOLONE"
"1494","WATER MOLECULES"
