Title,Year,Source.title,Authors,Affiliations,AuthorID,Abstract,AIKeywords,Index.Keywords,EID,DOI,Country,KeywordsCorrected
EFFECT OF ALUMINUM FIBER CONTENT ON THE UNDERWATER EXPLOSION PERFORMANCE OF RDX BASED EXPLOSIVES,2014,"Propellants, Explosives, Pyrotechnics","Lin M.-J., Ma H.-H., Shen Z.-W., Wan X.-Z.","Department of Modern Mechanics, University of Science and Technology of China, Hefei, 230027, China",55654274400;13611987500;7403324093;55943016200;,IN ORDER TO ANALYZE THE EFFECT OF ALUMINUM FIBER CONTENTS ON THE UNDERWATER EXPLOSION PERFORMANCE OF RDX BASED EXPLOSIVES THE PRESSURE TIME CURVES OF COMPOSITE EXPLOSIVES WITH DIFFERENT ALUMINUM FIBER CONTENTS ARE MEASURED BY UNDERWATER EXPLOSION EXPERIMENTS PEAK PRESSURE IMPULSE SHOCK ENERGY AND BUBBLE ENERGY WERE OBTAINED BY ANALYZING THE CURVES THE RESULTS SHOW THAT THE PEAK PRESSURES OF COMPOSITE EXPLOSIVES DECREASE WITH INCREASING ALUMINUM FIBER CONTENTS THE SHOCK IMPULSE OF THE 30 ALUMINUM FIBER COMPOSITE EXPLOSIVE IS THE HIGHEST IN ALL COMPOSITE EXPLOSIVES THE EFFECTS OF THE 20 AND 40 COMPOSITE EXPLOSIVES ARE NEARLY EQUAL TO THAT OF THE 30 EXPLOSIVE AND THE DIFFERENT VALUES OF SHOCK IMPULSE AMONG THEM DO NOT EXCEED 5 THE SPECIFIC SHOCK ENERGY OF THE 20 ALUMINUM FIBER COMPOSITE EXPLOSIVE IS THE HIGHEST IN ALL COMPOSITE EXPLOSIVES THE BUBBLE ENERGY AND EXPLOSION ENERGY OF COMPOSITE EXPLOSIVES INCREASE WITH INCREASING ALUMINUM FIBER CONTENTS 2014 WILEY VCH VERLAG GMBH CO KGAA WEINHEIM ,Aluminized explosive; Aluminum fiber content; Aluminum fiber explosive; Explosion energy,Fibers; Underwater explosions; Aluminized explosives; Aluminum fibers; Bubble energy; Composite explosive; Explosion energy; Explosion experiment; Peak pressure; Pressure-time curves; Explosives,2-s2.0-84899629229,10.1002/prep.201300091,China,ALUMINIZED EXPLOSIVE ALUMINUM FIBER CONTENT ALUMINUM FIBER EXPLOSIVE EXPLOSION ENERGY
EFFECT OF BORON CONTAINING HYDROGEN STORAGE ALLOY MG BHX Y ON THERMAL DECOMPOSITION BEHAVIOR AND THERMAL HAZARDS OF NITRATE EXPLOSIVES,2018,"Propellants, Explosives, Pyrotechnics","Ji D., Wei X., Du P., Zhang G., Wang Z.","School of Chemical Engineering, Nanjing University of Science & Technology, Nanjing, Jiangsu  210094, China",55183773700;8845924300;35965916300;57192698310;55902683700;,THERMAL DECOMPOSITION PROPERTIES AND HAZARDS OF NITRATE EXPLOSIVES CONTAINING MG BHX Y WERE INVESTIGATED BY THERMOGRAVIMETRY DIFFERENTIAL SCANNING CALORIMETRY TG DSC ACCELERATING RATE CALORIMETER ARC AND CHARACTERISTIC DROP HEIGHT IMPACT SENSITIVITY TESTS RESULTS SHOW THAT THE ADDITION OF MG BHX Y TO NITRATE EXPLOSIVES LED TO INCREASE IN THE VOLATILIZATION TEMPERATURE OF NITROGLYCERINE IN THE NITRATE EXPLOSIVE IT WAS NOT THE THERMOLYSIS PRODUCT OF MG BHX Y BUT MG BHX Y ITSELF ACTED ON THE NITRATE EXPLOSIVE IN THE TG DSC TESTS KINETIC PARAMETERS AND THERMAL HAZARD ASSESSMENT PARAMETERS WERE CALCULATED BASED ON ARC DATA RESULTS SHOW THAT A MIXTURE OF THE NITRATE EXPLOSIVE WITH MG BHX Y HAD HIGHER APPARENT ACTIVATION ENERGY AND LOWER THERMAL HAZARD EXPERIMENTS OF CHARACTERISTIC DROP HEIGHT SHOWED THAT MG BHX Y REDUCED THE IMPACT SENSITIVITY OF NITRATE EXPLOSIVES 2018 WILEY VCH VERLAG GMBH CO KGAA WEINHEIM,ARC; impact sensitivity; Mg(BHx)y; nitrate explosive; TG-DSC,Activation energy; Calorimeters; Decomposition; Differential scanning calorimetry; Digital storage; Drops; Hazards; Hydrogen storage; Hydrogen storage alloys; Nitrates; Rope; Thermogravimetric analysis; Thermolysis; Accelerating rate calorimeter; Apparent activation energy; Boron-containing; Decomposition property; Impact sensitivities; TG-DSC; Thermal decomposition behavior; Thermal hazards; Explosives,2-s2.0-85042172519,10.1002/prep.201700235,China,ARC IMPACT SENSITIVITY MG BHX Y NITRATE EXPLOSIVE TG DSC
EFFECT OF DRYING CONDITIONS ON THE PARTICLE SIZE DISPERSION STATE AND MECHANICAL SENSITIVITIES OF NANO HMX,2014,"Propellants, Explosives, Pyrotechnics","Liu J., Jiang W., Li F., Wang L., Zeng J., Li Q., Wang Y., Yang Q.","National Special Superfine Powder Engineering Research Center of China, Nanjing University of Science and Technology, No200, Xiaolingwei, District Xuanwu, Nanjing, 210094 Jiangsu, China",56101451000;56931746300;8938827200;55611570600;55611456800;55611726600;56021343000;57169180100;,NANO HMX WAS PREPARED USING A BI DIRECTIONAL ROTATION MILL AND DRIED IN DIFFERENT LIQUIDS AT VARIOUS TEMPERATURES AND UNDER DIFFERENT CONDITIONS IT WAS REVEALED THAT THE SAMPLES WERE CAKED SERIOUSLY AND THE PARTICLES TEND TO AGGREGATE WITH OBVIOUSLY INCREASED SIZE WHEN DRIED THROUGH ORDINARY DRYING IN DIFFERENT LIQUIDS AT 70 C WHICH ALSO OCCURRED AFTER VACUUM DRYING THE DEGREE OF CAKING AND AGGREGATION WAS ENHANCED WITH INCREASING TEMPERATURE THE PARTICLES WERE PREVENTED TO GROW AND THE SAMPLES WERE FLUFFY WHEN SUPERCRITICAL DRYING PARTICULARLY FREEZE DRYING WAS USED THE MECHANICAL SENSITIVITIES OF THE SAMPLES MARKED WITH I HMX O HMX AND F HMX WHICH HAD AVERAGE SIZES OF 120 36ΜM 1 18ΜM AND 0 16ΜM RESPECTIVELY WERE CARRIED OUT COMPARED WITH I HMX THE FRICTION IMPACT AND SHOCK SENSITIVITIES OF O HMX WERE SLIGHTLY LOWER AND A SIGNIFICANT SENSITIVITY DECREASE FOR F HMX HAPPENED WITH SPECIFIC VALUES OF 28 42 8 AND 56 4 RESPECTIVELY WHICH DEMONSTRATED SIGNIFICANT SAFETY IMPROVEMENT COPYRIGHT 2014 WILEY VCH VERLAG GMBH CO KGAA WEINHEIM ,Dispersion state; Drying conditions; Mechanical sensitivities; Nano HMX; Particle size,Dispersion state; Drying condition; Increasing temperatures; Mechanical sensitivity; Safety improvement; Sensitivity decrease; Shock sensitivity; Supercritical drying; Agglomeration; Dispersions; Particle size; Drying,2-s2.0-84897618421,10.1002/prep.201300050,China,DISPERSION STATE DRYING CONDITIONS MECHANICAL SENSITIVITIES NANO HMX PARTICLE SIZE
EFFECT OF HOMOLOG DOPING ON SURFACE MORPHOLOGY AND MASS LOSS RATES FROM PETN CRYSTALS STUDIES USING ATOMIC FORCE MICROSCOPE AND THERMOGRAVIMETRIC ANALYSIS,2014,"Propellants, Explosives, Pyrotechnics","Bhattacharia S.K., Maiti A., Gee R.H., Nunley J., Weeks B.L.","Department of Chemical Engineering, Texas Tech University, Lubbock, TX 79409, USA, Physical and Life Sciences, Lawrence Livermore National Laboratory, Livermore, CA 94550, USA",8718378400;56270060800;7006737608;56359515100;7005023958;,PENTAERYTHRITOL TETRANITRATE PETN IS AN IMPORTANT ENERGETIC MATERIAL WHOSE PERFORMANCE AS A SECONDARY EXPLOSIVE DEPENDS STRONGLY ON THE DENSITY AS WELL AS FLOW POROSITY OF POWDERED MATERIAL WHICH IN TURN IS GOVERNED BY THE SIZE AND SURFACE PROPERTIES OF THE PETN CRYSTALLITE PARTICLES HISTORICALLY THERE HAS BEEN EVIDENCE THAT THE SURFACE PROPERTIES OF PETN PARTICLES CAN BE STRONGLY INFLUENCED BY THE PRESENCE OF HOMOLOG IMPURITIES OF PETN IN PARTICULAR DIPENTAERYTHRITOL HEXANITRATE DIPEHN AND TRIPENTAERYTHRITOL OCTANITRATE TRIPEON ALTHOUGH NOT MANY SYSTEMATIC STUDIES CHARACTERIZING SUCH INFLUENCE EXIST IN THIS WORK WE EMPLOY THERMOGRAVIMETRIC ANALYSIS TGA TO MEASURE MASS LOSS RATES AT ELEVATED TEMPERATURES AND SHOW THAT DOPING WITH A SMALL AMOUNT OF DIPEHN AND TRIPEON CAN REDUCE THE MASS LOSS RATE FROM PETN SINGLE CRYSTAL SURFACES BY AS MUCH AS 35 AS COMPARED TO UNDOPED CRYSTALS ARRHENIUS PLOTS OF MASS LOSS RATES AS A FUNCTION OF TEMPERATURE SUGGEST THAT THE REDUCTION IN EVAPORATION IS NOT DUE TO THE CHANGE IN ACTIVATION BARRIER OF THE MOLECULAR EVAPORATION PROCESS BUT PERHAPS DUE TO THE IMPEDANCE TO THE RECEDING MOTION OF THE STEPS BY THE IMMOBILE IMPURITIES ON THE SURFACE REMOVAL OF SURFACE IMPURITIES THROUGH GENTLE WASHING WITH ETHANOL LEADS TO ENHANCED MASS LOSS RATE RELATIVE TO PURE PETN SUGGESTING A ROUGHENED SURFACE MORPHOLOGY SOME SURFACE ROUGHENING IN DOPED CRYSTALS IS SUPPORTED BY ATOMIC FORCE MICROSCOPY AFM IMAGES OF GROWTH LAYERS THAT SHOW EVIDENCES OF GROWTH LAYER STACKING AND ROUGH EDGES WE ALSO FIND THAT A LARGER AMOUNT OF IMPURITY ADDED TO THE ORIGINAL SOLUTION DOES NOT NECESSARILY LEAD TO A MORE HIGHLY DOPED CRYSTAL WHICH COULD PERHAPS BE INTERPRETED AS PETN CRYSTALS BEING ABLE TO ACCOMMODATE ONLY UP TO A CERTAIN WEIGHT PERCENT OF HOMOLOG IMPURITIES COPYRIGHT 2014 WILEY VCH VERLAG GMBH CO KGAA WEINHEIM ,Doping; Impurities; Mass-Loss rate; Morphology; PETN; Single crystal,Activation barriers; Elevated temperature; Evaporation process; Mass loss rate; Pentaerythritol tetranitrate; PETN; Powdered materials; Secondary explosive; Arrhenius plots; Atomic force microscopy; Crystal impurities; Crystallite size; Doping (additives); Evaporation; Impurities; Morphology; Removal; Single crystals; Surface morphology; Surface properties; Surfaces; Thermogravimetric analysis; Explosives,2-s2.0-84897626707,10.1002/prep.201200213,USA,DOPING IMPURITIES MASS LOSS RATE MORPHOLOGY PENTAERYTHRITOL TETRANITRATE PETN SINGLE CRYSTAL
EFFECT OF ME B POWDER ON THE IGNITION OF HIGH ENERGY MATERIALS,2021,"Propellants, Explosives, Pyrotechnics","Korotkikh A.G., Sorokin I.V.","National Research Tomsk Polytechnic University, Lenin Ave 30, Tomsk, 634050, Russia, National Research Tomsk State University, Lenin Ave 36, Tomsk, 634050, Russia",6507504101;57190948404;,THE STUDY OF THE IGNITION CHARACTERISTICS OF HIGH ENERGY MATERIALS HEMS IS IMPORTANT IN SOLVING A NUMBER OF PRACTICAL PROBLEMS RELATED TO THE ASSESSMENT OF EXPLOSION SAFETY THE CALCULATION OF TRANSITION PROCESSES IN POWER INSTALLATION FOR VARIOUS PURPOSES ROCKET AND SPACE TECHNOLOGIES WEAPONS PYROTECHNICS THIS PAPER PRESENTS THE EXPERIMENTAL DATA ON THE THERMAL OXIDATION OF ULTRAFINE POWDER UFP BASED ON AL B TI B NI B AND FE B AND THE EXPERIMENTAL CHARACTERISTICS OF THE IGNITION OF HEM BASED ON AMMONIUM PERCHLORATE BUTADIENE RUBBER AND METAL FUEL IN THE COURSE OF PROCESSING THERMAL ANALYSIS DATA THE VALUES OF OXIDATION TEMPERATURES THE SPECIFIC HEAT EFFECT OF THE OXIDATION REACTION AND THE RATE OF WEIGHT GAIN OF POWDER DURING HEATED AT A CONSTANT RATE OF 10 C MIN IN AIR WERE DETERMINED IT WAS SHOWN THAT THE OXIDATION OF TI B AND NI B UFPS BEGINS AT TEMPERATURE OF 490 500 C WHICH IS 60 70 C LOWER THAN THE ONSET OXIDATION TEMPERATURE FOR BORON POWDER THE USE OF 15 7 WT THE MIXED UFP BASED ON AL B TI B NI B OR FE B IN HEM REDUCES THE IGNITION DELAY TIME BY 7 50 COMPARED TO BORON BASED HEM IN THE RANGE OF HEAT FLUX DENSITY FROM 60 TO 200 W CM2 BASED ON EXPERIMENTAL DATA OF THE IGNITION DELAY TIME VERSUS THE HEAT FLUX DENSITY THE FORMAL ACTIVATION ENERGY THE MULTIPLICATION OF THE SPECIFIC HEAT FLUX OF THE REACTIONS BY THE PRE EXPONENT AND THE IGNITION TEMPERATURE ARE CALCULATED WHICH COULD BE USED IN MATHEMATICAL MODELING OF THE IGNITION FOR COMPOSITE SOLID PROPELLANT CONTAINING METAL FUELS 2021 WILEY VCH GMBH,Activation energy; Aluminum; Boron; High-energy material; Ignition temperature; Iron; Nickel; Titanium,Activation energy; Aluminum; Aluminum compounds; Data handling; Ignition; Iron compounds; Nickel; Nickel compounds; Specific heat; Thermoanalysis; Titanium; Explosion safeties; Heat flux densities; High energy materials; Ignition characteristics; Ignition delay time; Ignition temperatures; Oxidation temperature; Powder-based; Practical problems; Ultrafine powders; Iron,2-s2.0-85115675954,10.1002/prep.202100180,Russia,ACTIVATION ENERGY ALUMINIUM AL BORON HIGH ENERGY MATERIAL IGNITION TEMPERATURE IRON NICKEL TITANIUM
EFFECT OF TEMPERATURE DENSITY AND CONFINEMENT ON DEFLAGRATION TO DETONATION TRANSITION OF AN HMX BASED EXPLOSIVE,2014,"Propellants, Explosives, Pyrotechnics","Dai X.-G., Wen Y.-S., Huang F.-L., Huang H., Huang Y.-M.","Beijing Institute of Technology, Beijing 100081, China, Institute of Chemical Materials, China Academy of Engineering Physics (CAEP), PO Box 919-326, Mianyang, Sichuan 621900, China, China Academy of Engineering Physics (CAEP), Mianyang, Sichuan 621900, China",12790025000;37044211900;7401516511;56290102600;7501576287;,IN ORDER TO OBTAIN THE CHARACTERISTICS OF THE DEFLAGRATION TO DETONATION TRANSITION DDT OF PBX 2 AN HMX BASED EXPLOSIVE UNDER DIFFERENT CONDITIONS DDT TESTS WERE CARRIED OUT AS A FUNCTION OF CHARGE DENSITY TEMPERATURE AND SHELL CONFINEMENT IN THESE TESTS THE ENERGETIC MATERIALS WERE ELECTRICALLY IGNITED THE DDT RESPONSE CHARACTERISTICS FOR PBX 2 WITH 53 AND 99 OF THEORETICAL MAXIMUM DENSITY TMD WERE EVALUATED BY DIFFERENT SHELL THICKNESS CONFINEMENTS AT AMBIENT TEMPERATURE AND AT 85 C THE TEST RESULTS WITH DIFFERENT DENSITIES CONFINEMENTS AND TEMPERATURES EXHIBITED A WIDE RANGE OF REACTION VIOLENCE FIRSTLY AT BOTH AMBIENT TEMPERATURE AND AT 85 C UNDER 10 AND 20 MM SHELL THICKNESS CONFINEMENT PBX 2 DID NOT UNDERGO FULLY DDT AT 99 TMD ONLY A LOW VELOCITY DETONATION LVD OCCURRED SECONDLY PBX 2 AT 53 TMD UNDERWENT DDT AND SIGNIFICANT INFLUENCE ON THE MINIMUM RUN DISTANCE TO DETONATION BY THE SHELL CONFINEMENT THICKNESS WAS OBSERVED STRONG CONFINEMENT IS FAVORABLE FOR THE TRANSITION OF DDT BUT THE CONFINEMENT DOES NOT INFLUENCE REACTION DEGREE THIRDLY THE REACTION DEGREE OF PBX 2 AT 85 C WAS REMARKABLY LOWER THAN THAT AT AMBIENT TEMPERATURE THIS INSENSITIZING EFFECT OF TEMPERATURE IS INDUCED BY THE MELTING AND FLOWING OF BONDERS WHICH REDUCES THE POROSITY AND INHIBITS AN IMPORTANT STEP OF DDT NAMELY HIGH TURBULENT COMBUSTION 2014 WILEY VCH VERLAG GMBH CO KGAA WEINHEIM ,Deflagration to Detonation Transition; Explosion mechanisms; Explosive safety; HMX-based explosives,Combustion; Shells (structures); Temperature; Deflagration to detonation transition; Different densities; Effect of temperature; Explosive safety; Response characteristic; Strong confinement; Theoretical maximum densities; Turbulent combustion; Detonation,2-s2.0-84905867955,10.1002/prep.201300112,China,DEFLAGRATION TO DETONATION TRANSITION EXPLOSION MECHANISMS EXPLOSIVE SAFETY HMX BASED EXPLOSIVES
EFFECT OF TEMPERATURE ON SHOCK INITIATION OF RDX BASED ALUMINIZED EXPLOSIVES,2019,"Propellants, Explosives, Pyrotechnics","Zhao P., Chen L., Yang K., Geng D., Lu J., Wu J.","State Key Laboratory of Explosion and Science, Beijing Institute of Technology, No5, Zhongguan South Street, Haidian District, Beijing, China",57209849227;35995373600;57213425416;57201743091;55711006400;14017137300;,AN INCREASE IN TEMPERATURE OF AN EXPLOSIVE WILL LEAD SHOCK SENSITIVITY TO CHANGE WHICH AFFECTS EXPLOSIVE SAFETY THEREFORE A STUDY OF THE EFFECT OF TEMPERATURE ON THE SHOCK INITIATION OF EXPLOSIVES IS OF GREAT SIGNIFICANCE WE CARRIED OUT A SERIES OF TESTS ON EXPLOSIVE DRIVEN FLYER INITIATING HEATED RDX BASED ALUMINIZED EXPLOSIVES 61 WT RDX 30 WT AL 9 WT BINDER AND THE TEMPERATURE AND INPUT SHOCK PRESSURE OF THE EXPLOSIVES WERE CONTROLLED ACCURATELY DURING THE TESTS THE PRESSURE HISTORIES AT DIFFERENT DEPTHS INSIDE THE EXPLOSIVES WERE MEASURED BY USING MANGANIN PRESSURE GAUGES AND THE EFFECT OF TEMPERATURE ON DETONATION WAVE GROWTH WAS ANALYSED THE IGNITION AND GROWTH REACTION MODEL SOME PARAMETERS OF WHICH RELY ON TEMPERATURE WAS USED TO SIMULATE THE SHOCK INITIATION PROCESSES THE RELATIONSHIP BETWEEN THE MODEL PARAMETERS AND THE TEMPERATURE WERE OBTAINED FROM THE EXPERIMENTAL RESULTS THE RUN DISTANCE TO DETONATION AS A FUNCTION OF THE INITIAL INPUT PRESSURE IN A TEMPERATURE RANGE THE POP PLOT AND THE REACTION DEGREE OF THE EXPLOSIVES WERE DETERMINED FOR THE RDX BASED ALUMINIZED EXPLOSIVES BINDER SOFTENING AND THE INCREASING SENSITIVITY OF RDX ARE THE TWO MAIN REASONS THAT CHANGE THE SHOCK SENSITIVITY FOR 25 C 110 C THE SHOCK SENSITIVITY DECREASES WITH AN INCREASE IN TEMPERATURE MAINLY BECAUSE OF BINDER SOFTENING HOWEVER FOR 110 C 170 C THE SHOCK SENSITIVITY INCREASES WITH AN INCREASE IN TEMPERATURE WHICH DEPENDS ON THE INCREASING SENSITIVITY OF THE RDX 2019 WILEY VCH VERLAG GMBH CO KGAA WEINHEIM,Ignition and growth model; Reaction degree; Shock initiation; Temperature,Binders; Detonation; Temperature; Aluminized explosives; Effect of temperature; Growth modeling; Increasing sensitivities; Manganin pressure gauges; Reaction degree; Shock initiation; Temperature range; Initiators (explosives),2-s2.0-85068898034,10.1002/prep.201900092,China,IGNITION AND GROWTH MODEL REACTION DEGREE SHOCK INITIATION TEMPERATURE
EFFECT OF TITANIUM AND ZIRCONIUM HYDRIDES ON THE DETONATION HEAT OF RDX BASED EXPLOSIVES Ñ A COMPARISON TO ALUMINIUM,2018,"Propellants, Explosives, Pyrotechnics","Cudzilo S., Trzcinski W.A., Paszula J., Szala M., Chylek Z.","Military University of Technology, Fauculty of Advanced Technology and Chemistry, Kaliskiego 2, Warsaw, 00 908, Poland",56057241000;6602180098;6603321139;8921001100;23491625100;,DETONATION HEATS OF RDX BASED NON IDEAL EXPLOSIVES CONTAINING 15 30 AND 45 OF AL AL ZRH2 TIH2 AND ZRH2 WERE MEASURED WITH A WATER CALORIMETER SET TO GET MORE INFORMATION ON THE BEHAVIOUR OF THE ADDITIVES IN THE DETONATIONS PERFORMED IN AN ARGON ATMOSPHERE THE SOLID POST DETONATION PRODUCTS EXTRACTED FROM THE CALORIMETRIC BOMB WERE ANALYSED TO DETERMINE THEIR ELEMENTAL AND PHASE COMPOSITIONS THE CALORIMETRIC HEATS WERE COMPARED WITH THE DETONATION ENERGIES OBTAINED FROM THERMOCHEMICAL CALCULATIONS ALL THE TESTED EXPLOSIVES PRODUCE MORE ENERGY DURING DETONATION IN THE BOMB THAN RDX ITSELF BUT ONLY ALUMINIUM POSITIVELY INFLUENCES THE TOTAL ENERGY RELEASE THE RESULTS OF THERMAL AND XRD ANALYSES INDICATE THAT POST DETONATION PRODUCTS CONTAIN MAINLY CARBONACEOUS MATERIALS METAL OXIDES UNREACTED HYDRIDES AND OR THE METALS UNEXPECTEDLY TIH2 IS THE LEAST REACTIVE ADDITIVE AT TIH2 CONTENT OF 45 THE HEAT EFFECT IS CLOSE TO THAT OF CALCULATED WITH AN ASSUMPTION OF COMPLETE INERTNESS OF THE ADDITIVE MOREOVER TIH2 AND METALLIC TITANIUM ARE PRESENT IN THE BOMB RESIDUES IN A SIGNIFICANT AMOUNT 2018 WILEY VCH VERLAG GMBH CO KGAA WEINHEIM,detonation heat; metal hydrides; non-ideal explosives; solid residues,Additives; Aluminum; Aluminum compounds; Bombs (ordnance); Calorimetry; Explosives; Hydrides; Metals; Titanium; Titanium compounds; Zirconium compounds; Calorimetric heat; Carbonaceous materials; Detonation product; Metal hydrides; Non-ideal explosives; Solid residues; Thermochemical calculations; Titanium and zirconiums; Detonation,2-s2.0-85041229335,10.1002/prep.201700237,Poland,DETONATION HEAT METAL HYDRIDES NON IDEAL EXPLOSIVES SOLID RESIDUES
EFFECTS OF CRYSTAL QUALITY AND MORPHOLOGY ON THE MECHANICAL PERFORMANCE OF LLM 105 BASED PBXS,2019,"Propellants, Explosives, Pyrotechnics","Yang Z., Lin C., Gong F., Zeng C., Zhang J., Huang F.","Institute of Chemical Materials, China Academy of Engineering Physics, Mianyang, 621900, China, Department of Engineering Mechanics, Beijing Institute of Technology, Beijing, 100081, China",55507724500;35734451800;56478278500;56414034700;54582023700;7401516511;,MECHANICAL PERFORMANCE IS SIGNIFICANT FOR THE APPLICATION OF PRESSED POLYMER BONDED EXPLOSIVES PBXS MATERIALS IN THIS RESEARCH SEVERAL TYPES OF 2 6 DIAMINO 3 5 DINITROPYRAZINE 1 OXIDE LLM 105 WERE SELECTED TO STUDY THE EFFECTS OF CRYSTAL QUALITY AND MORPHOLOGY ON THE MECHANICAL PERFORMANCE OF LLM 105 BASED PBXS THE SURFACE BONDING STATUS OF THE LLM 105 CRYSTAL AND MOLDING POWDER WAS CHARACTERIZED BY SCANNING ELECTRON MICROSCOPY SEM AND CONTACT ANGLE ANALYSIS AND THE MOLDABILITY WAS EVALUATED BY DETERMINING THE RELATIVE DENSITY OF PRESSED CYLINDERS OF CORRESPONDING PBXS BESIDES STATIC AND DYNAMIC MECHANICAL PROPERTIES WERE STUDIED AND COMPARED PRESENTING THE COMPRESSIVE TENSILE AND CREEP CURVES FOR LLM 105 BASED PBXS SPHERICAL MORPHOLOGY AND ROUGH SURFACE COULD RESULT IMPROVED MECHANICAL STRENGTH AND CREEP RESISTANCE FACILITATING THE STRUCTURAL AND DIMENSIONAL STABILITY OF CHARGES IN THIS CASE IT CAN BRING BENEFITS FOR THEIR RELIABILITY AND SAFETY PERFORMANCES DURING APPLICATION 2019 WILEY VCH VERLAG GMBH CO KGAA WEINHEIM,crystal quality; LLM-105; mechanical performance; morphology; polymer bonded explosives,Contact angle; Creep; Creep resistance; Explosives; Scanning electron microscopy; Superconducting films; Contact angle analysis; Crystal qualities; LLM-105; Mechanical performance; Polymer bonded explosives; Reliability and safeties; Spherical morphologies; Static and dynamic mechanical properties; Morphology,2-s2.0-85070925130,10.1002/prep.201900106,China,CRYSTAL QUALITY 2 6 DIAMINO 3 5 DINITROPYRAZINE 1 OXIDE LLM 105 MECHANICAL PERFORMANCE MORPHOLOGY POLYMER BONDED EXPLOSIVE PBX 
EFFECTS OF DIHYDROXYLAMMONIUM 5 5 BISTETRAZOLE 1 1 DIOLATE ON THE PROPERTIES OF HTPB BASED COMPOSITE SOLID PROPELLANT,2018,"Propellants, Explosives, Pyrotechnics","Pang W., Li J., Wang K., Fan X., De Luca L.T., Bi F., Li H.","Xi'an Modern Chemistry Research Institute, Xi'an, 710065, China, Space Propulsion Laboratory (SPLab), Politecnico di Milano, Milan, I-20156, Italy",8445817800;54583928700;57190048538;12766532800;7201912357;35190175300;57203487226;,SEVERAL INDUSTRIAL AND RESEARCH TYPE HYDROXYL TERMINATED POLYBUTADIENE HTPB COMPOSITE SOLID ROCKET PROPELLANTS CONTAINING DIHYDROXYLAMMONIUM 5 5 BISTETRAZOLE 1 1 DIOLATE TKX 50 PARTICLES AND FEATURING THE SAME NOMINAL COMPOSITION WERE PREPARED THE ENERGETIC PROPERTIES OF COMPOSITE PROPELLANTS CONTAINING DIFFERENT MASS FRACTIONS OF TKX 50 PARTICLES WERE THEORETICALLY COMPUTED AND EXPERIMENTALLY EVALUATED THE EFFECTS OF DIFFERENT MASS FRACTIONS OF TKX 50 ON THE RHEOLOGICAL PROPERTIES OF BOTH TKX 50 HTPB BINDER SLURRIES AND AP HTPB AL PROPELLANT SLURRIES WERE INVESTIGATED THE STRAND BURNING RATES THE ASSOCIATED COMBUSTION FLAME STRUCTURES AND THE HAZARDOUS PROPERTIES OF THE RESULTING PROPELLANTS WERE EXPERIMENTALLY ANALYZED ALL OF THE PROPERTIES MENTIONED ABOVE WERE ALSO COMPARED TO THOSE OF THE REFERENCE PROPELLANT WITHOUT TKX 50 THE RESULTS SHOW THAT THE PREPARED TKX 50 PARTICLES CAN SUFFICIENTLY BE DISPERSED IN THE HTPB BINDER PLASTICIZED BY DI 2 ETYLHEXYL SEBACATE DOS THE PROPELLANT COMPOSITIONS CONTAINING DIFFERENT MASS FRACTIONS OF TKX 50 ARE INSENSITIVE TO IMPACT AND FRICTION DIFFERENTLYFROM THE REFERENCE PROPELLANT WITHOUT TKX 50 MOREOVER OVER THE EXPLORED PRESSURE RANGE TKX 50 CAN AFFECT THE COMBUSTION BEHAVIOR AND DECREASE THE BURNING RATE AS WELL AS PRESSURE EXPONENT OF COMPOSITE SOLID PROPELLANTS COMPARED WITH THE REFERENCE COMPOSITION 2018 WILEY VCH VERLAG GMBH CO KGAA WEINHEIM,combustion performance; composite solid propellant; hazardous properties; Material chemistry; TKX-50 particles,Binders; Combustion; Explosives; Hazards; HTPB propellants; Industrial research; Polybutadienes; Rockets; Combustion performance; Composite solid propellant; Energetic properties; Hazardous properties; Hydroxyl terminated polybutadienes; Material chemistry; Nominal composition; Rheological property; Composite propellants,2-s2.0-85054639704,10.1002/prep.201800046,"China,Italy",COMBUSTION PERFORMANCE COMPOSITE PROPELLANT HAZARDOUS PROPERTIES MATERIAL CHEMISTRY TKX 50 PARTICLES
