"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"Roy U.; Kim S.; Miller C.; Horie Y.; Zhou M.","Roy, Ushasi (57213693723); Kim, Seokpum (44161252600); Miller, Christopher (58384394100); Horie, Yasuyuki (35218964200); Zhou, Min (55223785600)","57213693723; 44161252600; 58384394100; 35218964200; 55223785600","Computational study of ignition behavior and hotspot dynamics of a potential class of aluminized explosives","2018","Modelling and Simulation in Materials Science and Engineering","26","8","085004","","","","6","10.1088/1361-651X/aae402","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056904570&doi=10.1088%2f1361-651X%2faae402&partnerID=40&md5=c0b641c065e232a43a13b7838f04dda6","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85056904570"
"Kumar D.; Tang Y.; He C.; Imler G.H.; Parrish D.A.; Shreeve J.M.","Kumar, Dheeraj (57220768511); Tang, Yongxing (55521253600); He, Chunlin (57200218016); Imler, Gregory H. (36657222300); Parrish, Damon A. (7102736769); Shreeve, Jean'ne M. (35492643300)","57220768511; 55521253600; 57200218016; 36657222300; 7102736769; 35492643300","Multipurpose Energetic Materials by Shuffling Nitro Groups on a 3,3′-Bipyrazole Moiety","2018","Chemistry - A European Journal","24","65","","17220","17224","4","52","10.1002/chem.201804418","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055426395&doi=10.1002%2fchem.201804418&partnerID=40&md5=fbd7e71028c6116fdf987f5886a1ef8f","Article","Final","","Scopus","2-s2.0-85055426395"
"Zheng X.; Zhu H.; Miao J.; Zhang H.","Zheng, Xiaolin (57208177324); Zhu, Hongchun (57208178577); Miao, Jianbo (57208178941); Zhang, Hua (57208177623)","57208177324; 57208178577; 57208178941; 57208177623","A testing method for standard molar enthalpies of formation for energetic binders; [含能粘合剂的标准摩尔生成焓测试技术研究]","2018","Guti Huojian Jishu/Journal of Solid Rocket Technology","41","6","","750","753","3","3","10.7673/j.issn.1006-2793.2018.06.014","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064059040&doi=10.7673%2fj.issn.1006-2793.2018.06.014&partnerID=40&md5=c78d094bd2ac9c92b61f90fe53f13228","Article","Final","","Scopus","2-s2.0-85064059040"
"Grilli N.; Koslowski M.","Grilli, Nicolò (56825888500); Koslowski, Marisol (6601980512)","56825888500; 6601980512","The effect of crystal orientation on shock loading of single crystal energetic materials","2018","Computational Materials Science","155","","","235","245","10","37","10.1016/j.commatsci.2018.08.059","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052862000&doi=10.1016%2fj.commatsci.2018.08.059&partnerID=40&md5=409b01fca0113b76e09acf264de1d1c3","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85052862000"
"Liu R.; Huang M.; Yao X.; Chen S.; Wang S.; Suo Z.","Liu, Ruqin (57190679302); Huang, Ming (55568050500); Yao, Xiaolu (57201397331); Chen, Shuang (57195236230); Wang, Shucun (55285864700); Suo, Zhirong (7102860173)","57190679302; 55568050500; 57201397331; 57195236230; 55285864700; 7102860173","Gas-liquid reactive crystallization kinetics of 2,4,6-triamino-1,3,5-trinitrobenzene in the semi-batch procedure","2018","Journal of Crystal Growth","491","","","6","15","9","6","10.1016/j.jcrysgro.2018.03.006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044583979&doi=10.1016%2fj.jcrysgro.2018.03.006&partnerID=40&md5=0f959eab877c175c0bf633373600a5eb","Article","Final","","Scopus","2-s2.0-85044583979"
"Jin X.; Zhou J.; Hu B.","Jin, Xinghui (55809689900); Zhou, Jianhua (23490872200); Hu, Bingcheng (55792140000)","55809689900; 23490872200; 55792140000","Exploration of High-Energy-Density Materials: Computational Insight into Energetic Derivatives Based on 1,2,4,5-Tetrahydro-1,2,4,5-tetrazine","2018","ChemistryOpen","7","10","","780","788","8","10","10.1002/open.201800161","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053705535&doi=10.1002%2fopen.201800161&partnerID=40&md5=28f121f43f2c5bddd535d366d94bdff1","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85053705535"
"Jackson T.L.; Jost A.M.D.; Zhang J.; Sridharan P.; Amadio G.","Jackson, Thomas Luther (56967533900); Jost, Antoine M.D. (57188721399); Zhang, Ju (25936986900); Sridharan, Prashanth (56526916200); Amadio, Guilherme (8441983400)","56967533900; 57188721399; 25936986900; 56526916200; 8441983400","Multi-dimensional mesoscale simulations of detonation initiation in energetic materials with density-based kinetics","2018","Combustion Theory and Modelling","22","2","","291","315","24","19","10.1080/13647830.2017.1401121","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85036630109&doi=10.1080%2f13647830.2017.1401121&partnerID=40&md5=bb04a184e4abf412ac573d0194a21c0e","Article","Final","","Scopus","2-s2.0-85036630109"
"Zhang X.; Oskay C.","Zhang, Xiaoyu (57198797643); Oskay, Caglar (6506573868)","57198797643; 6506573868","Material and morphology parameter sensitivity analysis in particulate composite materials","2018","Computational Mechanics","62","3","","543","561","18","8","10.1007/s00466-017-1512-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85037114471&doi=10.1007%2fs00466-017-1512-2&partnerID=40&md5=057aa2de8a29390e16d644a57f5d5a46","Article","Final","","Scopus","2-s2.0-85037114471"
"Nirwan A.; Ghule V.D.","Nirwan, Ayushi (57202022089); Ghule, Vikas D. (35317445200)","57202022089; 35317445200","Estimation of heats of formation for nitrogen-rich cations using G3, G4, and G4 (MP2) theoretical methods","2018","Theoretical Chemistry Accounts","137","8","115","","","","12","10.1007/s00214-018-2300-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050717310&doi=10.1007%2fs00214-018-2300-6&partnerID=40&md5=ceffb9773a009969258fb13a272c2be2","Article","Final","","Scopus","2-s2.0-85050717310"
"Khan M.; Pal A.; Picu C.R.","Khan, Mohammad (55634375500); Pal, Anirban (57214680604); Picu, Catalin R. (7004894519)","55634375500; 57214680604; 7004894519","Dislocation mobility and critical stresses at finite temperatures in molecular crystal cyclotetramethylene tetranitramine (β-HMX)","2018","Modelling and Simulation in Materials Science and Engineering","26","8","085009","","","","24","10.1088/1361-651X/aae7c0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056780938&doi=10.1088%2f1361-651X%2faae7c0&partnerID=40&md5=2628867d05202714507081d0f75f52e0","Article","Final","","Scopus","2-s2.0-85056780938"
"Chen T.; Li Q.; Guo S.-F.; Hao G.-Z.; Xiao L.; Ke X.; Gao H.; Zhao L.-M.; Li D.; Jiang W.","Chen, Teng (57191158424); Li, Qiang (57191505723); Guo, Shuang-Feng (57201615750); Hao, Ga-Zi (56549563400); Xiao, Lei (25625395800); Ke, Xiang (56701940100); Gao, Han (56386455000); Zhao, Liu-Ming (57202987247); Li, Duo (57203225782); Jiang, Wei (56931746300)","57191158424; 57191505723; 57201615750; 56549563400; 25625395800; 56701940100; 56386455000; 57202987247; 57203225782; 56931746300","Preparation, Characterization and Thermal Decomposition Behavior of GAP-HDI/CL-20 Nano-composite Energetic Materials","2018","Huozhayao Xuebao/Chinese Journal of Explosives and Propellants","41","3","","243","249","6","8","10.14077/j.issn.1007-7812.2018.03.005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050088559&doi=10.14077%2fj.issn.1007-7812.2018.03.005&partnerID=40&md5=d356ba8043d8b35ec41cb75ebdf6efd1","Article","Final","","Scopus","2-s2.0-85050088559"
"Keshavarzi S.; Lima F.; Kronast W.; Mescheder U.","Keshavarzi, Shervin (56122408100); Lima, Frederico (56372274800); Kronast, Wolfgang (6603209104); Mescheder, Ulrich (6603352302)","56122408100; 56372274800; 6603209104; 6603352302","Sequential Nano-Explosion Using Patterned Porous Silicon","2018","Journal of Microelectromechanical Systems","27","2","","250","258","8","7","10.1109/JMEMS.2018.2797306","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041840691&doi=10.1109%2fJMEMS.2018.2797306&partnerID=40&md5=6a3e2fd405b57bb6160268e544ee2b47","Article","Final","","Scopus","2-s2.0-85041840691"
"Zhang J.; Li X.; Hang Y.; Yang W.","Zhang, Jiangbo (56070402100); Li, Xingwen (56038251500); Hang, Yuhua (56727727200); Yang, Weihong (57202347203)","56070402100; 56038251500; 56727727200; 57202347203","An electrothermal plasma model considering polyethylene and copper ablation based on ignition experiment","2018","Journal of Physics D: Applied Physics","51","23","235204","","","","11","10.1088/1361-6463/aac0b0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048002734&doi=10.1088%2f1361-6463%2faac0b0&partnerID=40&md5=b720c5762692c47ffd7d36bb3176f9a1","Article","Final","","Scopus","2-s2.0-85048002734"
"Gottfried J.L.; Pesce-Rodriguez R.A.; Farrow D.; Dellinger J.","Gottfried, Jennifer L. (15070152000); Pesce-Rodriguez, Rose A. (6602212041); Farrow, Darcie (7006613803); Dellinger, Jennifer (57201700215)","15070152000; 6602212041; 7006613803; 57201700215","Laboratory-scale Investigation of the Influence of Ageing on the Performance and Sensitivity of an Explosive Containing ϵ-CL-20","2018","Propellants, Explosives, Pyrotechnics","43","6","","616","625","9","19","10.1002/prep.201800042","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045848407&doi=10.1002%2fprep.201800042&partnerID=40&md5=5ab661db5f35aa79b73a2305f6a6551b","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85045848407"
"Wang J.; Zheng B.; Qiao Z.; Chen J.; Zhang L.; Zhang L.; Li Z.; Zhang X.; Yang G.","Wang, Jun (57202359112); Zheng, Bo (57200959191); Qiao, Zhiqiang (15849174300); Chen, Jin (49961070600); Zhang, Liyuan (55709122400); Zhang, Long (58072524800); Li, Zhaoqian (55655203700); Zhang, Xingquan (55639188000); Yang, Guangcheng (11641266300)","57202359112; 57200959191; 15849174300; 49961070600; 55709122400; 58072524800; 55655203700; 55639188000; 11641266300","                         Construct 3D porous hollow Co                         3                         O                         4                          micro-sphere: A potential oxidizer of nano-energetic materials with superior reactivity                     ","2018","Applied Surface Science","442","","","767","772","5","23","10.1016/j.apsusc.2018.02.104","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042724959&doi=10.1016%2fj.apsusc.2018.02.104&partnerID=40&md5=59f16c19743a5add6e3d5b24830c6bd4","Article","Final","","Scopus","2-s2.0-85042724959"
"Guo Z.; Liu X.; Chen X.; Zhang C.; Yang G.; Zhang Y.; Ma H.","Guo, Zhaoqi (45761198400); Liu, Xuemin (57202340712); Chen, Xiang (57191266795); Zhang, Cong (57199502227); Yang, Guoping (20437036000); Zhang, Yazhou (55262620700); Ma, Haixia (7403096304)","45761198400; 57202340712; 57191266795; 57199502227; 20437036000; 55262620700; 7403096304","Design and synthesis of two energetic coordination polymers based on copper ion and 1H,1′H-[5,5′-bitetrazole]-1,1′-diol: A comparative study of the structure-property relationships","2018","Journal of Solid State Chemistry","268","","","55","61","6","17","10.1016/j.jssc.2018.08.030","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052475682&doi=10.1016%2fj.jssc.2018.08.030&partnerID=40&md5=33030d32ae23f6701babc0dea373bf11","Article","Final","","Scopus","2-s2.0-85052475682"
"Zhou J.; Ding L.; Wang X.; Zhu Y.; Wang B.; Zhang J.","Zhou, Jing (57193798232); Ding, Li (38662615200); Wang, Xiaofeng (56005702500); Zhu, Yanlong (56106418400); Wang, Bozhou (7405921427); Zhang, Junlin (57189999102)","57193798232; 38662615200; 56005702500; 56106418400; 7405921427; 57189999102","Transformation and Stability of N-Nitrodiethanolamine Dinitrate Nitration Liquid System under Thermal and Mechanical Stimulation","2018","ChemistryOpen","7","7","","527","532","5","7","10.1002/open.201800060","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051263855&doi=10.1002%2fopen.201800060&partnerID=40&md5=632d6c604314cf43ed9fe434db1c430c","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85051263855"
"Kim K.J.; Cho M.H.; Kim J.H.; Kim S.H.","Kim, Kyung Joo (57202137661); Cho, Myung Hoon (57189049927); Kim, Ji Hoon (57207436755); Kim, Soo Hyung (23091127000)","57202137661; 57189049927; 57207436755; 23091127000","Effect of paraffin wax on combustion properties and surface protection of Al/CuO-based nanoenergetic composite pellets","2018","Combustion and Flame","198","","","169","175","6","10","10.1016/j.combustflame.2018.09.010","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053901912&doi=10.1016%2fj.combustflame.2018.09.010&partnerID=40&md5=7cbfe63b8c1efd27790ed7ff4fc789d0","Article","Final","","Scopus","2-s2.0-85053901912"
"Wang H.-S.; Du Z.-M.; Han Z.-Y.","Wang, Hong-She (8439641400); Du, Zhi-Ming (55927791200); Han, Zhi-Yue (55927531600)","8439641400; 55927791200; 55927531600","Progress of the Synthesis of Nitrogen-rich Energetic Compounds Containing Oxygen; [含氧富氮含能化合物的合成研究进展]","2018","Hanneng Cailiao/Chinese Journal of Energetic Materials","26","8","","708","719","11","3","10.11943/CJEM2018039","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055960510&doi=10.11943%2fCJEM2018039&partnerID=40&md5=e81b2906e856372cc2a4fb4ace8f9c25","Review","Final","","Scopus","2-s2.0-85055960510"
"Yin X.; Li J.; Zhang G.; Zhang Z.; Ma Q.; Wang J.; Wang S.","Yin, Xin (55940894100); Li, Jie (57215215175); Zhang, Guojie (57213672100); Zhang, Zhenqi (57202764201); Ma, Qing (55461820400); Wang, Jun (57200017339); Wang, Shumin (35180681500)","55940894100; 57215215175; 57213672100; 57202764201; 55461820400; 57200017339; 35180681500","Design and Synthesis of Energetic Materials towards Versatile Applications by N-trinitromethyl and N-nitromethyl Functionalization of Nitroimidazoles","2018","ChemPlusChem","83","8","","787","796","9","14","10.1002/cplu.201800305","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052845128&doi=10.1002%2fcplu.201800305&partnerID=40&md5=9bb535326d3d86f726b6bd5885674cce","Article","Final","","Scopus","2-s2.0-85052845128"
"Chapyshev S.V.; Korchagin D.V.; Chernyak A.V.; Garanin V.A.","Chapyshev, Sergei V. (7003798200); Korchagin, Denis V. (15063224700); Chernyak, Alexander V. (7006360473); Garanin, Viktor A. (26767661000)","7003798200; 15063224700; 7006360473; 26767661000","Synthesis, structure and properties of 2,4,6-triazidopyrimidine-5-carbonitrile","2018","Arkivoc","2018","5","","39","50","11","2","10.24820/ark.5550190.p010.432","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048925471&doi=10.24820%2fark.5550190.p010.432&partnerID=40&md5=becbd7671d5980171be14b36359dc1d5","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85048925471"
"Zhang J.-C.; Wang Z.-Y.; Wang B.-S.; Liang Y.-H.; Pan G.-X.; Zhang J.-H.","Zhang, Ji-Chuan (55971511700); Wang, Zhen-Yuan (57205165804); Wang, Bin-Shen (55366460500); Liang, Yi-Hong (57205165105); Pan, Guang-Xing (57205168130); Zhang, Jia-Heng (57204333321)","55971511700; 57205165804; 55366460500; 57205165105; 57205168130; 57204333321","Fused-ring Nitrogen-rich Heterocycles as Energetic Materials: Maintaining A Fine Balance Between Performance and Stability; [富氮稠环含能化合物:平衡能量与稳定性的新一代含能材料]","2018","Hanneng Cailiao/Chinese Journal of Energetic Materials","26","11","","983","990","7","14","10.11943/CJEM2018210","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058890154&doi=10.11943%2fCJEM2018210&partnerID=40&md5=70d0f3ea5f4749214ad0e845ad380210","Review","Final","","Scopus","2-s2.0-85058890154"
"Kumar Chinnam A.; Shlomovich A.; Shamis O.; Petrutik N.; Kumar D.; Wang K.; Komarala E.P.; Tov D.S.; Sućeska M.; Yan Q.L.; Gozin M.","Kumar Chinnam, Ajay (57202501528); Shlomovich, Avital (56768218700); Shamis, Olga (57202496223); Petrutik, Nathan (57021734900); Kumar, Dheeraj (57220768511); Wang, Kangcai (56043532300); Komarala, Eswaravara Prasadarao (57202500792); Tov, Daniel Shem (57202498851); Sućeska, Muhamed (6602707254); Yan, Qi Long (57125375900); Gozin, Michael (8908304900)","57202501528; 56768218700; 57202496223; 57021734900; 57220768511; 56043532300; 57202500792; 57202498851; 6602707254; 57125375900; 8908304900","Combustion of energetic iodine-rich coordination polymer – Engineering of new biocidal materials","2018","Chemical Engineering Journal","350","","","1084","1091","7","24","10.1016/j.cej.2018.06.056","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048573756&doi=10.1016%2fj.cej.2018.06.056&partnerID=40&md5=068852e534935efea3e183e19918fed4","Article","Final","","Scopus","2-s2.0-85048573756"
"Abdallah I.; Zapata J.; Lahiner G.; Warot-Fonrose B.; Cure J.; Chabal Y.; Esteve A.; Rossi C.","Abdallah, Iman (57189070141); Zapata, James (24072353600); Lahiner, Guillaume (57193006238); Warot-Fonrose, Benedicte (14007222000); Cure, Jeremy (57200606354); Chabal, Yves (57194644197); Esteve, Alain (7004709199); Rossi, Carole (7202652637)","57189070141; 24072353600; 57193006238; 14007222000; 57200606354; 57194644197; 7004709199; 7202652637","Structure and Chemical Characterization at the Atomic Level of Reactions in Al/CuO Multilayers","2018","ACS Applied Energy Materials","1","4","","1762","1770","8","50","10.1021/acsaem.8b00296","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053904874&doi=10.1021%2facsaem.8b00296&partnerID=40&md5=e0602f328bcb513a94d49230f1e917d0","Article","Final","","Scopus","2-s2.0-85053904874"
"Wang B.; Xiong H.; Cheng G.; Yang H.","Wang, Bohan (57202264736); Xiong, Hualin (57193389539); Cheng, Guangbin (7401862416); Yang, Hongwei (57071863200)","57202264736; 57193389539; 7401862416; 57071863200","Incorporating Energetic Moieties into Four Oxadiazole Ring Systems for the Generation of High-Performance Energetic Materials","2018","ChemPlusChem","83","5","","439","447","8","17","10.1002/cplu.201800107","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047665128&doi=10.1002%2fcplu.201800107&partnerID=40&md5=85399056cdcb9b20b7ba08676e0bfe94","Article","Final","","Scopus","2-s2.0-85047665128"
"Li Z.; Zhang Y.; Yuan Y.; Jiao N.; Liu L.","Li, Zhimin (56465281900); Zhang, Yanqiang (55876281200); Yuan, YuTao (57193930997); Jiao, Nianming (56562638400); Liu, Long (35215684300)","56465281900; 55876281200; 57193930997; 56562638400; 35215684300","Nitrogen-Rich Ligands Directed Transition Metal (Co/Ni/Zn) 3,5-Dinitrobenzoic Acid Energetic Complexes: Syntheses, Crystal Structures and Properties","2018","ChemistrySelect","3","37","","10298","10304","6","6","10.1002/slct.201802583","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054574491&doi=10.1002%2fslct.201802583&partnerID=40&md5=97cff37e936a4e7d6332269a49fda35d","Article","Final","","Scopus","2-s2.0-85054574491"
